"method","estimand","tau","beta_trt","scenario","conf_mult","t_star","misspec","mean_est","truth","bias","emp_sd","rmse","coverage","n_reps"
"Federated CCW","RD",5,-0.7,"small",0.4,25,"no_tv",-0.0818444015968396,-0.0821353199189906,0.00029091832215102,0.016022375767248,0.0159447167878514,0.98,100
"Federated CCW","RD",5,-0.7,"small",0.4,25,"coarse_L",-0.0818444015968396,-0.0821353199189906,0.00029091832215102,0.016022375767248,0.0159447167878514,0.98,100
"Federated CCW","RD",5,-0.7,"small",0.4,25,"nonlinear_L",-0.0818444015968396,-0.0821353199189906,0.00029091832215102,0.016022375767248,0.0159447167878514,0.98,100
"Federated CCW","RD",5,-0.7,"small",0.4,25,"cloglog",-0.0818444015968396,-0.0821353199189906,0.00029091832215102,0.016022375767248,0.0159447167878514,0.98,100
"Federated CCW","RD",5,-0.7,"small",0.4,25,"lpm",-0.0818444015968396,-0.0821353199189906,0.00029091832215102,0.016022375767248,0.0159447167878514,0.98,100
"Federated CCW","RD",8,-0.7,"small",0.4,25,"correct",-0.0719865645828914,-0.0698427863991118,-0.00214377818377959,0.0123282667824748,0.012452392747682,0.97,100
"Federated CCW","RD",8,-0.7,"small",0.4,25,"no_lag",-0.0719865645828914,-0.0698427863991118,-0.00214377818377959,0.0123282667824748,0.012452392747682,0.97,100
"Federated CCW","RD",8,-0.7,"small",0.4,25,"no_tv",-0.0719865645828914,-0.0698427863991118,-0.00214377818377959,0.0123282667824748,0.012452392747682,0.97,100
"Federated CCW","RD",8,-0.7,"small",0.4,25,"coarse_L",-0.0719865645828914,-0.0698427863991118,-0.00214377818377959,0.0123282667824748,0.012452392747682,0.97,100
"Federated CCW","RD",8,-0.7,"small",0.4,25,"nonlinear_L",-0.0719865645828914,-0.0698427863991118,-0.00214377818377959,0.0123282667824748,0.012452392747682,0.97,100
"Federated CCW","RD",8,-0.7,"small",0.4,25,"cloglog",-0.0719865645828914,-0.0698427863991118,-0.00214377818377959,0.0123282667824748,0.012452392747682,0.97,100
"Federated CCW","RD",8,-0.7,"small",0.4,25,"lpm",-0.0719865645828914,-0.0698427863991118,-0.00214377818377959,0.0123282667824748,0.012452392747682,0.97,100
"Federated CCW","RD",2,-0.5,"small",0.4,25,"correct",-0.0659442946268771,-0.0718312691569835,0.0058869745301063,0.0325082032924642,0.032876616577885,0.95,100
"Federated CCW","RD",2,-0.5,"small",0.4,25,"no_lag",-0.0659442946268771,-0.0718312691569835,0.0058869745301063,0.0325082032924642,0.032876616577885,0.95,100
"Federated CCW","RD",2,-0.5,"small",0.4,25,"no_tv",-0.0659442946268771,-0.0718312691569835,0.0058869745301063,0.0325082032924642,0.032876616577885,0.95,100
