"method","estimand","tau","beta_trt","scenario","conf_mult","sample_size_scenario","initiation_scenario","n_sites","n_per_site","total_n","init_intercept","zero_cov_init_prob","mean_est","median_est","truth","bias","median_bias","emp_sd","rmse","coverage","mean_observed_init_rate","mean_min_site_init_rate","mean_max_site_init_rate","mean_landmark_n","mean_landmark_treated_rate","n_reps"
"fed_landmark_ipw","RD",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.143392483973026,-0.117874238086524,-0.0744906302333885,-0.0689018537396377,-0.0433836078531352,0.123967363954684,0.0689018537396377,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_landmark_ipw","RD",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.191708485234508,-0.175676832523629,-0.0642669931487833,-0.127441492085725,-0.111409839374845,0.103622798963899,0.127441492085725,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_landmark_ipw","RD",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.193357131306758,-0.205377508407046,-0.0556807706182467,-0.137676360688511,-0.149696737788799,0.0927913708366971,0.137676360688511,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_landmark_ipw","RD",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.11747319699888,-0.100385209227108,-0.0744906302333885,-0.0429825667654919,-0.0258945789937197,0.161606158792236,0.0429825667654919,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_landmark_ipw","RD",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.072243597253158,-0.0499460422075104,-0.0642669931487833,-0.00797660410437477,0.0143209509412729,0.13142179706945,0.00797660410437477,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_landmark_ipw","RD",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.127236505235143,-0.113389354237234,-0.0556807706182467,-0.0715557346168961,-0.0577085836189877,0.136382957697908,0.0715557346168961,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_perprotocol_naive","RD",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.0656099595806027,0.065337098586607,-0.0906565332145253,0.156266492795128,0.155993631801132,0.00761085057064293,0.156266492795128,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_perprotocol_naive","RD",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.0535940113606426,0.0534661563507862,-0.0882816525755807,0.141875663936223,0.141747808926367,0.00792345156584781,0.141875663936223,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_perprotocol_naive","RD",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,0.033644450781845,0.0339539296578489,-0.0866860087968683,0.120330459578713,0.120639938454717,0.00791270440151747,0.120330459578713,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_perprotocol_naive","RD",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.061694797479853,0.0630657436693862,-0.0906565332145253,0.152351330694378,0.153722276883911,0.014753883652401,0.152351330694378,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_perprotocol_naive","RD",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.054863162874456,0.0529774922242636,-0.0882816525755807,0.143144815450037,0.141259144799844,0.0172664892114329,0.143144815450037,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_perprotocol_naive","RD",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,0.0354930343971298,0.0359010282518398,-0.0866860087968683,0.122179043193998,0.122587037048708,0.0156102991092135,0.122179043193998,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_perprotocol_naive","RD",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.0542086614986241,0.0523596036762687,-0.0744906302333885,0.128699291732013,0.126850233909657,0.0132048119374014,0.128699291732013,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_perprotocol_naive","RD",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.0466335119603485,0.0467789313404249,-0.0642669931487833,0.110900505109132,0.111045924489208,0.0117930379361741,0.110900505109132,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_perprotocol_naive","RD",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,0.0392213993976857,0.0395037431553022,-0.0556807706182467,0.0949021700159324,0.0951845137735489,0.0126368325003659,0.0949021700159324,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_perprotocol_naive","RD",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.0565820636646812,0.053426845803536,-0.0744906302333885,0.13107269389807,0.127917476036924,0.0195421071902575,0.13107269389807,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_perprotocol_naive","RD",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.0478548792300902,0.0511738298526629,-0.0642669931487833,0.112121872378873,0.115440823001446,0.0207914353357774,0.112121872378873,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_perprotocol_naive","RD",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,0.0360231217480416,0.0351815233568351,-0.0556807706182467,0.0917038923662884,0.0908622939750818,0.018430631601127,0.0917038923662884,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"local_ccw_meta","RD",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.0886293176708502,-0.0884602013558179,-0.0906565332145253,0.0020272155436751,0.00219633185870738,0.00925520090599792,0.0020272155436751,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"local_ccw_meta","RD",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.0828578755827997,-0.0845130178358916,-0.0882816525755807,0.00542377699278102,0.00376863473968914,0.0120053495550671,0.00542377699278102,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"local_ccw_meta","RD",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.0743980067224762,-0.0754219776091964,-0.0866860087968683,0.0122880020743921,0.0112640311876719,0.0125362277092315,0.0122880020743921,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"local_ccw_meta","RD",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.093102140998628,-0.0932622708747549,-0.0906565332145253,-0.00244560778410276,-0.00260573766022959,0.0148005605596838,0.00244560778410276,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"local_ccw_meta","RD",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.0749370218837767,-0.074793021063437,-0.0882816525755807,0.013344630691804,0.0134886315121437,0.0220514089002399,0.013344630691804,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"local_ccw_meta","RD",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.0689286492949254,-0.0702824193860956,-0.0866860087968683,0.0177573595019429,0.0164035894107727,0.0187127251817699,0.0177573595019429,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"local_ccw_meta","RD",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.0458581726115464,-0.0439650107809855,-0.0744906302333885,0.0286324576218421,0.0305256194524031,0.0379109469359501,0.0286324576218421,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"local_ccw_meta","RD",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.0525906079988737,-0.0488039089059479,-0.0642669931487833,0.0116763851499096,0.0154630842428354,0.0300526914624803,0.0116763851499096,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"local_ccw_meta","RD",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.0432825294267004,-0.0441790338077645,-0.0556807706182467,0.0123982411915463,0.0115017368104822,0.0302861752369685,0.0123982411915463,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"local_ccw_meta","RD",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.0179252168496005,-0.02079542255064,-0.0744906302333885,0.056565413383788,0.0536952076827485,0.0548594846506598,0.056565413383788,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"local_ccw_meta","RD",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.00233032524412377,0.00644720285816008,-0.0642669931487833,0.0619366679046595,0.0707141960069433,0.0406282107734619,0.0619366679046595,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"local_ccw_meta","RD",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.0182656431155807,-0.0168418165730768,-0.0556807706182467,0.0374151275026661,0.03883895404517,0.0372067300320395,0.0374151275026661,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"pooled_ccw_tvipcw","RD",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.0906596328851787,-0.0902942360684313,-0.0906565332145253,-3.09967065338294e-06,0.000362297146093926,0.00894730079998752,3.09967065338294e-06,0.98,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"pooled_ccw_tvipcw","RD",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.0870242919051911,-0.089278313577994,-0.0882816525755807,0.00125736067038966,-0.000996661002413246,0.0129100458008396,0.00125736067038966,0.926666666666667,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"pooled_ccw_tvipcw","RD",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,-0.0804386157931017,-0.0804467129642862,-0.0866860087968683,0.00624739300376659,0.00623929583258204,0.0149836863549627,0.00624739300376659,0.89,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"pooled_ccw_tvipcw","RD",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.0967745406676356,-0.0956413178223443,-0.0906565332145253,-0.00611800745311029,-0.00498478460781904,0.0162101475150081,0.00611800745311029,0.97,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"pooled_ccw_tvipcw","RD",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.083567742143313,-0.0813796643408209,-0.0882816525755807,0.00471391043226776,0.00690198823475979,0.0219523590256821,0.00471391043226776,0.98,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"pooled_ccw_tvipcw","RD",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,-0.0857712898746745,-0.0854596632316021,-0.0866860087968683,0.000914718922193799,0.00122634556526613,0.0236400274480167,0.000914718922193799,0.97,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"pooled_ccw_tvipcw","RD",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.0624976913399602,-0.0574186880892388,-0.0744906302333885,0.0119929388934283,0.0170719421441497,0.0415064134079718,0.0119929388934283,0.896666666666667,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"pooled_ccw_tvipcw","RD",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.0730311827557192,-0.06477829582759,-0.0642669931487833,-0.00876418960693595,-0.00051130267880678,0.0429367343204923,0.00876418960693595,0.94,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"pooled_ccw_tvipcw","RD",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,-0.0621539794660573,-0.0585484939480865,-0.0556807706182467,-0.0064732088478106,-0.00286772332983981,0.0364499267192272,0.0064732088478106,0.953333333333333,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"pooled_ccw_tvipcw","RD",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.0696109721939328,-0.0702907990439418,-0.0744906302333885,0.00487965803945577,0.00419983118944678,0.0712540275379144,0.00487965803945577,0.86,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"pooled_ccw_tvipcw","RD",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.0359609254081414,-0.0264963335060128,-0.0642669931487833,0.0283060677406419,0.0377706596427705,0.0610551549671849,0.0283060677406419,0.8,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"pooled_ccw_tvipcw","RD",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,-0.0533754627607047,-0.0623068874162913,-0.0556807706182467,0.00230530785754202,-0.00662611679804453,0.0487754058569466,0.00230530785754202,0.88,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_ccw_tvipcw","RMST0",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,10.3561245756093,10.3508378789523,10.2632513403433,0.0928732352659591,0.0875865386090204,0.263053696956997,0.0928732352659591,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_ccw_tvipcw","RMST0",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,10.4607104460715,10.5037906614311,10.2480232548933,0.212687191178247,0.255767406537855,0.434940733497335,0.212687191178247,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_ccw_tvipcw","RMST0",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,10.3382937886376,10.3776979928648,10.2397591991484,0.0985345894891477,0.137938793716405,0.632937371147121,0.0985345894891477,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_ccw_tvipcw","RMST0",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,9.96272575011361,10.1123813913239,10.2632513403433,-0.300525590229682,-0.150869949019421,0.835419980860627,0.300525590229682,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_ccw_tvipcw","RMST0",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,10.5948213451469,10.6641355689125,10.2480232548933,0.346798090253654,0.416112314019268,0.718411226765171,0.346798090253654,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_ccw_tvipcw","RMST0",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,10.4817806363532,10.4802348103209,10.2397591991484,0.242021437204746,0.240475611172513,0.85082882744724,0.242021437204746,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_ccw_tvipcw","RMST0",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,10.2378094767838,10.2387142774508,10.2402817031423,-0.0024722263585862,-0.00156742569151014,0.0861642572486947,0.0024722263585862,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_ccw_tvipcw","RMST0",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,10.2511140643965,10.2550511456142,10.2363821818315,0.0147318825650116,0.0186689637827406,0.0850487069572699,0.0147318825650116,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_ccw_tvipcw","RMST0",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,10.2008763550968,10.1869749952192,10.2372042558539,-0.0363279007570379,-0.0502292606346995,0.0877694016418457,0.0363279007570379,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_ccw_tvipcw","RMST0",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,10.2358188476948,10.2275520532049,10.2402817031423,-0.00446285544758269,-0.0127296499374605,0.198424727699235,0.00446285544758269,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_ccw_tvipcw","RMST0",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,10.252342709952,10.269212498786,10.2363821818315,0.0159605281205063,0.0328303169544846,0.180914970244897,0.0159605281205063,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_ccw_tvipcw","RMST0",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,10.2155615644838,10.2174438924525,10.2372042558539,-0.0216426913700796,-0.0197603634013657,0.147575699558939,0.0216426913700796,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_ipw_no_clone","RMST0",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,8.29417997057015,8.30166323453442,10.2632513403433,-1.96907136977315,-1.96158810580887,0.21809294477396,1.96907136977315,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_ipw_no_clone","RMST0",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,6.88070003444614,6.89734621949458,10.2480232548933,-3.36732322044713,-3.35067703539868,0.298986413413957,3.36732322044713,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_ipw_no_clone","RMST0",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,5.67067373910501,5.67236946540298,10.2397591991484,-4.56908546004342,-4.56738973374545,0.374794283640184,4.56908546004342,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_ipw_no_clone","RMST0",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,7.92182016305674,8.03547567908594,10.2632513403433,-2.34143117728655,-2.22777566125735,0.789400935871727,2.34143117728655,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_ipw_no_clone","RMST0",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,6.92519915627688,7.01130201752585,10.2480232548933,-3.32282409861638,-3.23672123736741,0.50238225084853,3.32282409861638,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_ipw_no_clone","RMST0",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,5.8206430832734,5.78551541467137,10.2397591991484,-4.41911611587503,-4.45424378447706,0.467367770904855,4.41911611587503,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_ipw_no_clone","RMST0",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,10.1612382397869,10.1635322400932,10.2402817031423,-0.0790434633554921,-0.0767494630491434,0.0859844287388501,0.0790434633554921,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_ipw_no_clone","RMST0",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,10.1108419224539,10.1146665822388,10.2363821818315,-0.125540259377584,-0.121715599592745,0.0838445002118766,0.125540259377584,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_ipw_no_clone","RMST0",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,9.99678268615595,9.98280465729811,10.2372042558539,-0.240421569697919,-0.254399598555768,0.0895272917222438,0.240421569697919,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_ipw_no_clone","RMST0",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,10.1556710354036,10.1438137602302,10.2402817031423,-0.0846106677387232,-0.0964679429121365,0.199065658430153,0.0846106677387232,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_ipw_no_clone","RMST0",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,10.1108271644837,10.132572675031,10.2363821818315,-0.125555017347822,-0.103809506800479,0.184369366411623,0.125555017347822,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_ipw_no_clone","RMST0",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,10.0188828948825,10.0257675804723,10.2372042558539,-0.218321360971339,-0.211436675381579,0.147728460184625,0.218321360971339,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_landmark_ipw","RMST0",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,15.7852258634702,15.7642370251791,10.2632513403433,5.52197452312693,5.50098568483576,0.234630145444797,5.52197452312693,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_landmark_ipw","RMST0",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,18.383096213806,18.3717231270843,10.2480232548933,8.13507295891276,8.12369987219099,0.270298927702525,8.13507295891276,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_landmark_ipw","RMST0",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,20.6251974380985,20.647128177862,10.2397591991484,10.3854382389501,10.4073689787136,0.309797077353158,10.3854382389501,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_landmark_ipw","RMST0",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,15.7724550418371,15.8072497228787,10.2632513403433,5.50920370149376,5.54399838253539,0.455493783059174,5.50920370149376,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_landmark_ipw","RMST0",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,18.4893799563236,18.5040404623104,10.2480232548933,8.24135670143036,8.25601720741716,0.495206745943789,8.24135670143036,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_landmark_ipw","RMST0",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,20.6985045543611,20.7704364032494,10.2397591991484,10.4587453552126,10.5306772041009,0.796755317983455,10.4587453552126,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_landmark_ipw","RMST0",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,15.6774444597109,15.6682702841399,10.2402817031423,5.43716275656852,5.42798858099754,0.115587495415413,5.43716275656852,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_landmark_ipw","RMST0",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,18.1450318671438,18.1416467727914,10.2363821818315,7.90864968531225,7.9052645909599,0.109647553150904,7.90864968531225,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_landmark_ipw","RMST0",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,20.268224800479,20.2597546886975,10.2372042558539,10.0310205446251,10.0225504328437,0.131719777713866,10.0310205446251,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
"fed_landmark_ipw","RMST0",4,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,15.6807189746508,15.6985923586332,10.2402817031423,5.44043727150848,5.4583106554909,0.226687357480234,5.44043727150848,NA,0.0434966666666667,0.0274111111111111,0.0612888888888889,1785.32666666667,0.0417249728656034,300
"fed_landmark_ipw","RMST0",6,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,18.1598778657056,18.2105735484571,10.2363821818315,7.92349568387414,7.97419136662557,0.261942517888084,7.92349568387414,NA,0.0512155555555556,0.0327444444444444,0.0718333333333333,1449.93,0.0522214347842576,300
"fed_landmark_ipw","RMST0",8,-0.7,"medium",1,"low","low",10,300,3000,-5,0.00669285092428486,20.2358981133487,20.2533907244264,10.2372042558539,9.9986938574948,10.0161864685726,0.235576292310414,9.9986938574948,NA,0.0588822222222222,0.0398111111111111,0.0791333333333333,1208.72,0.0596162670504002,300
"fed_perprotocol_naive","RMST0",4,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,13.0302454770602,13.0394731790828,10.2632513403433,2.76699413671691,2.77622183873951,0.185512472053166,2.76699413671691,NA,0.606795333333333,0.583526666666667,0.6316,6736.90333333333,0.619209949593489,300
"fed_perprotocol_naive","RMST0",6,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,12.5337358722412,12.5444448227174,10.2480232548933,2.28571261734789,2.29642156782414,0.199833317810226,2.28571261734789,NA,0.665664333333333,0.64223,0.688003333333333,5736.41666666667,0.691164952838322,300
"fed_perprotocol_naive","RMST0",8,-0.7,"medium",1,"large","high",10,1000,10000,-1,0.268941421369995,11.7507495321254,11.7640111957688,10.2397591991484,1.51099033297692,1.52425199662039,0.203872898020046,1.51099033297692,NA,0.700922333333333,0.679126666666667,0.72313,4985.12,0.738379274558101,300
"fed_perprotocol_naive","RMST0",4,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,12.9066806774973,12.8882273771222,10.2632513403433,2.64342933715401,2.62497603677889,0.369335752231125,2.64342933715401,NA,0.607707777777778,0.561244444444444,0.648611111111111,2010.23,0.621731744630296,300
"fed_perprotocol_naive","RMST0",6,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,12.5708662825636,12.5504686635811,10.2480232548933,2.32284302767036,2.30244540868779,0.418260314497302,2.32284302767036,NA,0.670456666666667,0.629466666666667,0.7134,1720.96666666667,0.695496087195759,300
"fed_perprotocol_naive","RMST0",8,-0.7,"medium",1,"low","high",10,300,3000,-1,0.268941421369995,11.8532544640041,11.8982565797351,10.2397591991484,1.61349526485565,1.6584973805867,0.37732321316167,1.61349526485565,NA,0.701495555555556,0.659388888888889,0.7458,1501.08,0.738323474140332,300
"fed_perprotocol_naive","RMST0",4,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,10.4157469226706,10.4204869597187,10.2402817031423,0.175465219528274,0.180205256576302,0.0910217058657928,0.175465219528274,NA,0.042601,0.0335433333333333,0.0519566666666667,5956.41,0.0411334769112601,300
"fed_perprotocol_naive","RMST0",6,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,10.4252976907899,10.4282543596584,10.2363821818315,0.188915508958431,0.191872177826943,0.0871817911005821,0.188915508958431,NA,0.051551,0.04107,0.0622433333333333,4828.52333333333,0.0510128728262611,300
"fed_perprotocol_naive","RMST0",8,-0.7,"medium",1,"large","low",10,1000,10000,-5,0.00669285092428486,10.3549909869062,10.3429391100663,10.2372042558539,0.117786731052281,0.105734854212427,0.0904306411791536,0.117786731052281,NA,0.0588906666666667,0.04804,0.0700766666666667,4018.98,0.0607858937437258,300
