"method","estimand","tau","beta_trt","scenario","conf_mult","size_scenario","mix_scenario","n_sites","total_n","site_sizes","site_weights","target_x1_mean","target_x2_prob","init_intercept","mean_est","median_est","truth","mean_bias","median_bias","emp_sd","rmse","coverage","mean_observed_x1","mean_observed_x2_prob","mean_observed_death_rate","mean_observed_init_rate","mean_landmark_n","mean_landmark_event_n","mean_landmark_event_rate","mean_landmark_treated_rate","n_reps"
"local_ccw_meta","OR",6,-0.7,"medium",1,"balanced","heterogeneous",3,1500,"500/500/500","0.333333/0.333333/0.333333",0,0.4,-4,1.00680879720015,0.798190326929835,0.758487879185869,0.248320918014285,0.0397024477439655,0.654069683374289,0.696557504823332,NA,-0.00059719490699706,0.399593333333333,0.741166666666667,0.14808,757.29,369.04,0.487231878389623,0.0865766343154778,100
"local_ccw_meta","OR",8,-0.7,"medium",1,"balanced","heterogeneous",3,1500,"500/500/500","0.333333/0.333333/0.333333",0,0.4,-4,0.836676378116317,0.736346415842352,0.787786238479551,0.0488901396367666,-0.0514398226371983,0.315328616412465,0.317534345731318,NA,0.000629512632417107,0.398706666666667,0.740053333333333,0.155306666666667,675.47,285.55,0.422654041814747,0.090056323974659,100
"local_ccw_meta","OR",4,-0.7,"medium",1,"unbalanced","heterogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",1.3,0.66,-4,Inf,0.82905634332484,0.643682893591939,Inf,0.185373449732901,NA,Inf,NA,1.30758566210706,0.658913333333333,0.946286666666667,0.253093333333333,470.8,390.23,0.828662324082895,0.197502539541769,100
"local_ccw_meta","OR",6,-0.7,"medium",1,"unbalanced","heterogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",1.3,0.66,-4,0.961675045729264,0.785949824096745,0.675061929979149,0.286613115750115,0.110887894117596,0.692552909743069,0.746311138591435,NA,1.29514130748068,0.66008,0.9454,0.269706666666667,329.44,247.54,0.751241234793407,0.205945915125189,100
"local_ccw_meta","OR",8,-0.7,"medium",1,"unbalanced","heterogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",1.3,0.66,-4,1.08792592158077,0.818461449327642,0.685021427973437,0.402904493607337,0.133440021354206,0.971839117475819,1.04754884779785,NA,1.3008207448564,0.657966666666667,0.944613333333333,0.27816,251.49,168.41,0.669430456037592,0.205637808900159,100
"local_ccw_meta","OR",4,-0.7,"medium",1,"balanced","homogeneous",3,1500,"500/500/500","0.333333/0.333333/0.333333",0,0.4,-4,0.774722758060581,0.716241483764837,0.56961968058731,0.205103077473271,0.146621803177527,0.307834184033458,0.368621131244474,NA,0.00837865474872389,0.400793333333333,0.846813333333333,0.102986666666667,902.53,672.75,0.745459400814235,0.100894500068961,100
"local_ccw_meta","OR",6,-0.7,"medium",1,"balanced","homogeneous",3,1500,"500/500/500","0.333333/0.333333/0.333333",0,0.4,-4,0.719324743716556,0.672239659247276,0.619746164789471,0.099578578927085,0.0524934944578052,0.258370883817126,0.275687961016683,NA,0.0039790996438321,0.403026666666667,0.839473333333333,0.123053333333333,740.02,499.23,0.674766652024102,0.126716394636133,100
"local_ccw_meta","OR",8,-0.7,"medium",1,"balanced","homogeneous",3,1500,"500/500/500","0.333333/0.333333/0.333333",0,0.4,-4,0.766479969719309,0.733962535130844,0.657770757524032,0.108709212195277,0.0761917776068115,0.218082136331424,0.24269716277931,NA,0.00311513275491135,0.40034,0.839973333333333,0.13768,618.72,378.68,0.612044913688802,0.143696992164304,100
"local_ccw_meta","OR",4,-0.7,"medium",1,"unbalanced","homogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",0,0.4,-4,0.691935272186092,0.639316670978678,0.56961968058731,0.122315591598782,0.0696969903913679,0.275906513369628,0.300539954127145,NA,-0.00744047411081942,0.39922,0.840746666666667,0.101406666666667,902.77,663.89,0.735438538219244,0.101184524913118,100
"local_ccw_meta","OR",6,-0.7,"medium",1,"unbalanced","homogeneous",3,1500,"50/100/1350","0.033333/0.066667/0.9",0,0.4,-4,0.742968330579908,0.701984073107426,0.619746164789471,0.123222165790437,0.082237908317955,0.302076293889828,0.324840404812883,NA,-0.00151292443829804,0.39976,0.83948,0.12238,739.4,498.62,0.674294179887054,0.123280491071856,100
