"scenario","conf_mult","iteration","seed","interval","common_numerator_hazard"
"medium",1,5,107026,17,0.0362139917695473
"medium",1,5,107026,18,0.0273270708795901
"medium",1,5,107026,19,0.0280948200175593
"medium",1,5,107026,20,0.02710027100271
"medium",1,5,107026,21,0.031569173630455
"medium",1,5,107026,22,0.0335570469798658
"medium",1,5,107026,23,0.0287698412698413
"medium",1,5,107026,24,0.024514811031665
"medium",1,5,107026,25,0.0209424083769634
"medium",1,6,108026,1,0.073
"medium",1,6,108026,2,0.0845019777058612
"medium",1,6,108026,3,0.0742340926944226
"medium",1,6,108026,4,0.0797624098430208
"medium",1,6,108026,5,0.0627017058552328
"medium",1,6,108026,6,0.059026069847516
"medium",1,6,108026,7,0.0590695243073706
"medium",1,6,108026,8,0.0483333333333333
"medium",1,6,108026,9,0.0566258026853473
"medium",1,6,108026,10,0.0501237623762376
"medium",1,6,108026,11,0.0560260586319218
"medium",1,6,108026,12,0.0476190476190476
"medium",1,6,108026,13,0.0478260869565217
"medium",1,6,108026,14,0.0464231354642314
"medium",1,6,108026,15,0.0399042298483639
"medium",1,6,108026,16,0.0332502078137988
"medium",1,6,108026,17,0.0404127257093723
"medium",1,6,108026,18,0.0412186379928315
"medium",1,6,108026,19,0.0261682242990654
"medium",1,6,108026,20,0.0316698656429942
"medium",1,6,108026,21,0.0376610505450942
"medium",1,6,108026,22,0.0381050463439753
"medium",1,6,108026,23,0.0267665952890792
"medium",1,6,108026,24,0.0242024202420242
"medium",1,6,108026,25,0.0259301014656144
"medium",1,7,109026,1,0.074
"medium",1,7,109026,2,0.0752339812814975
"medium",1,7,109026,3,0.0782405605293889
"medium",1,7,109026,4,0.0760135135135135
"medium",1,7,109026,5,0.0676416819012797
"medium",1,7,109026,6,0.0656862745098039
"medium",1,7,109026,7,0.0545645330535152
"medium",1,7,109026,8,0.0471698113207547
"medium",1,7,109026,9,0.0564938846825859
"medium",1,7,109026,10,0.0401234567901235
"medium",1,7,109026,11,0.0456591639871383
"medium",1,7,109026,12,0.043800539083558
"medium",1,7,109026,13,0.0387596899224806
"medium",1,7,109026,14,0.0410557184750733
"medium",1,7,109026,15,0.0504587155963303
"medium",1,7,109026,16,0.037037037037037
"medium",1,7,109026,17,0.0292642140468227
"medium",1,7,109026,18,0.037037037037037
"medium",1,7,109026,19,0.0286225402504472
"medium",1,7,109026,20,0.0303867403314917
"medium",1,7,109026,21,0.0389363722697056
"medium",1,7,109026,22,0.0276679841897233
"medium",1,7,109026,23,0.0284552845528455
"medium",1,7,109026,24,0.0313807531380753
"medium",1,7,109026,25,0.0129589632829374
"medium",1,8,110026,1,0.0806666666666667
"medium",1,8,110026,2,0.0844815083393764
"medium",1,8,110026,3,0.0776237623762376
"medium",1,8,110026,4,0.0837269214255045
"medium",1,8,110026,5,0.0646672914714152
"medium",1,8,110026,6,0.0691382765531062
"medium",1,8,110026,7,0.0522066738428418
"medium",1,8,110026,8,0.0573537762634867
"medium",1,8,110026,9,0.0475903614457831
"medium",1,8,110026,10,0.0550284629981025
"medium",1,8,110026,11,0.036144578313253
"medium",1,8,110026,12,0.0430555555555556
"medium",1,8,110026,13,0.0319303338171263
"medium",1,8,110026,14,0.0427286356821589
"medium",1,8,110026,15,0.0328895849647612
"medium",1,8,110026,16,0.0380566801619433
"medium",1,8,110026,17,0.0412457912457912
"medium",1,8,110026,18,0.0412642669007902
"medium",1,8,110026,19,0.0302197802197802
"medium",1,8,110026,20,0.0396600566572238
"medium",1,8,110026,21,0.0285152409046214
"medium",1,8,110026,22,0.0232793522267206
"medium",1,8,110026,23,0.0300518134715026
"medium",1,8,110026,24,0.0267094017094017
"medium",1,8,110026,25,0.0340285400658617
"medium",1,9,111026,1,0.0786666666666667
"medium",1,9,111026,2,0.0879160636758321
"medium",1,9,111026,3,0.0714002380007933
"medium",1,9,111026,4,0.0790260572404955
"medium",1,9,111026,5,0.0760667903525046
"medium",1,9,111026,6,0.0632530120481928
"medium",1,9,111026,7,0.0637727759914255
"medium",1,9,111026,8,0.0566685746994848
"medium",1,9,111026,9,0.0509708737864078
"medium",1,9,111026,10,0.051150895140665
"medium",1,9,111026,11,0.0471698113207547
"medium",1,9,111026,12,0.0523338048090523
"medium",1,9,111026,13,0.0447761194029851
"medium",1,9,111026,14,0.03984375
"medium",1,9,111026,15,0.03173311635476
"medium",1,9,111026,16,0.046218487394958
"medium",1,9,111026,17,0.0405286343612335
"medium",1,9,111026,18,0.0376492194674013
"medium",1,9,111026,19,0.0343511450381679
"medium",1,9,111026,20,0.0256916996047431
"medium",1,9,111026,21,0.0324543610547667
"medium",1,9,111026,22,0.0314465408805031
"medium",1,9,111026,23,0.0281385281385281
"medium",1,9,111026,24,0.0400890868596882
"medium",1,9,111026,25,0.0243619489559165
"medium",1,10,112026,1,0.0816666666666667
"medium",1,10,112026,2,0.0831215970961887
"medium",1,10,112026,3,0.0863024544734759
"medium",1,10,112026,4,0.0714904679376083
"medium",1,10,112026,5,0.0639290713952403
"medium",1,10,112026,6,0.061814556331007
"medium",1,10,112026,7,0.0600425079702444
"medium",1,10,112026,8,0.0576596947427925
"medium",1,10,112026,9,0.0557888422315537
"medium",1,10,112026,10,0.0400254129606099
"medium",1,10,112026,11,0.0489741892786234
"medium",1,10,112026,12,0.0417536534446764
"medium",1,10,112026,13,0.04720406681191
"medium",1,10,112026,14,0.0457317073170732
"medium",1,10,112026,15,0.0335463258785942
"medium",1,10,112026,16,0.0388429752066116
"medium",1,10,112026,17,0.0292347377472055
"medium",1,10,112026,18,0.0389725420726306
"medium",1,10,112026,19,0.0350230414746544
"medium",1,10,112026,20,0.0324737344794651
"medium",1,10,112026,21,0.0256663376110563
"medium",1,10,112026,22,0.0233029381965552
"medium",1,10,112026,23,0.0238589211618257
"medium",1,10,112026,24,0.0276301806588735
"medium",1,10,112026,25,0.0295081967213115
"medium",1,11,113026,1,0.077
"medium",1,11,113026,2,0.0881184543156374
"medium",1,11,113026,3,0.0796039603960396
"medium",1,11,113026,4,0.0748709122203098
"medium",1,11,113026,5,0.0697674418604651
"medium",1,11,113026,6,0.068
"medium",1,11,113026,7,0.0531115879828326
"medium",1,11,113026,8,0.056657223796034
"medium",1,11,113026,9,0.0576576576576577
"medium",1,11,113026,10,0.047163798597833
"medium",1,11,113026,11,0.051505016722408
"medium",1,11,113026,12,0.040197461212976
"medium",1,11,113026,13,0.0404114621601763
"medium",1,11,113026,14,0.0336906584992343
"medium",1,11,113026,15,0.0356576862123613
"medium",1,11,113026,16,0.0402629416598192
"medium",1,11,113026,17,0.038527397260274
"medium",1,11,113026,18,0.0356188780053428
"medium",1,11,113026,19,0.025854108956602
"medium",1,11,113026,20,0.0312796208530806
"medium",1,11,113026,21,0.0342465753424658
"medium",1,11,113026,22,0.0364741641337386
"medium",1,11,113026,23,0.0325972660357518
"medium",1,11,113026,24,0.0315217391304348
"medium",1,11,113026,25,0.0258136924803591
"medium",1,12,114026,1,0.0796666666666667
"medium",1,12,114026,2,0.0825787758058674
"medium",1,12,114026,3,0.0746150809317015
"medium",1,12,114026,4,0.0648464163822526
"medium",1,12,114026,5,0.0606751824817518
"medium",1,12,114026,6,0.0553666828557552
"medium",1,12,114026,7,0.0580976863753213
"medium",1,12,114026,8,0.064410480349345
"medium",1,12,114026,9,0.0560093348891482
"medium",1,12,114026,10,0.0457354758961681
"medium",1,12,114026,11,0.0414507772020725
"medium",1,12,114026,12,0.0405405405405405
"medium",1,12,114026,13,0.0514084507042254
"medium",1,12,114026,14,0.0356347438752784
"medium",1,12,114026,15,0.0338722093918399
"medium",1,12,114026,16,0.0318725099601594
"medium",1,12,114026,17,0.0288065843621399
"medium",1,12,114026,18,0.0296610169491525
"medium",1,12,114026,19,0.0410480349344978
"medium",1,12,114026,20,0.0318761384335155
"medium",1,12,114026,21,0.0319849482596425
"medium",1,12,114026,22,0.033041788143829
"medium",1,12,114026,23,0.021105527638191
"medium",1,12,114026,24,0.0318275154004107
"medium",1,12,114026,25,0.0381760339342524
"medium",1,13,115026,1,0.0786666666666667
"medium",1,13,115026,2,0.0842981186685962
"medium",1,13,115026,3,0.0798103516396681
"medium",1,13,115026,4,0.0725633319021039
"medium",1,13,115026,5,0.0657407407407407
"medium",1,13,115026,6,0.0550049554013875
"medium",1,13,115026,7,0.059255374934452
"medium",1,13,115026,8,0.0551839464882943
"medium",1,13,115026,9,0.0530973451327434
"medium",1,13,115026,10,0.0517133956386293
"medium",1,13,115026,11,0.0374507227332457
"medium",1,13,115026,12,0.0430034129692833
"medium",1,13,115026,13,0.0399429386590585
"medium",1,13,115026,14,0.0401188707280832
"medium",1,13,115026,15,0.0363777089783282
"medium",1,13,115026,16,0.0377510040160643
"medium",1,13,115026,17,0.0258764607679466
"medium",1,13,115026,18,0.0359897172236504
"medium",1,13,115026,19,0.0391111111111111
"medium",1,13,115026,20,0.0259019426456984
"medium",1,13,115026,21,0.0265906932573599
"medium",1,13,115026,22,0.0370731707317073
"medium",1,13,115026,23,0.0445795339412361
"medium",1,13,115026,24,0.0212089077412513
"medium",1,13,115026,25,0.0238353196099675
"medium",1,14,116026,1,0.082
"medium",1,14,116026,2,0.0773420479302832
"medium",1,14,116026,3,0.0672963400236127
"medium",1,14,116026,4,0.0725738396624473
"medium",1,14,116026,5,0.0618744313011829
"medium",1,14,116026,6,0.0601357904946654
"medium",1,14,116026,7,0.0448916408668731
"medium",1,14,116026,8,0.0480821177741761
"medium",1,14,116026,9,0.0527809307604994
"medium",1,14,116026,10,0.0491312162971839
"medium",1,14,116026,11,0.0447385003150599
"medium",1,14,116026,12,0.0481530343007916
"medium",1,14,116026,13,0.0388080388080388
"medium",1,14,116026,14,0.0396539293439077
"medium",1,14,116026,15,0.0277777777777778
"medium",1,14,116026,16,0.0455598455598456
"medium",1,14,116026,17,0.0226537216828479
"medium",1,14,116026,18,0.0372516556291391
"medium",1,14,116026,19,0.0343938091143594
"medium",1,14,116026,20,0.0365093499554764
"medium",1,14,116026,21,0.0231053604436229
"medium",1,14,116026,22,0.0406811731315043
"medium",1,14,116026,23,0.0404339250493097
"medium",1,14,116026,24,0.0184994861253854
"medium",1,14,116026,25,0.0303664921465969
"medium",1,15,117026,1,0.0673333333333333
"medium",1,15,117026,2,0.0782701929949964
"medium",1,15,117026,3,0.0736719658782474
"medium",1,15,117026,4,0.0699037254081206
"medium",1,15,117026,5,0.0648064806480648
"medium",1,15,117026,6,0.0678537054860443
"medium",1,15,117026,7,0.0635002581311306
"medium",1,15,117026,8,0.0551267916207277
"medium",1,15,117026,9,0.043757292882147
"medium",1,15,117026,10,0.0518608907870653
"medium",1,15,117026,11,0.0347490347490347
"medium",1,15,117026,12,0.046
"medium",1,15,117026,13,0.0461215932914046
"medium",1,15,117026,14,0.0344322344322344
"medium",1,15,117026,15,0.0477996965098634
"medium",1,15,117026,16,0.0366533864541833
"medium",1,15,117026,17,0.0372208436724566
"medium",1,15,117026,18,0.0292096219931271
"medium",1,15,117026,19,0.0345132743362832
"medium",1,15,117026,20,0.0320806599450046
"medium",1,15,117026,21,0.0378787878787879
"medium",1,15,117026,22,0.0334645669291339
"medium",1,15,117026,23,0.0254582484725051
"medium",1,15,117026,24,0.0313479623824451
"medium",1,15,117026,25,0.0312837108953614
"medium",1,16,118026,1,0.0723333333333333
"medium",1,16,118026,2,0.08300395256917
"medium",1,16,118026,3,0.0744514106583072
"medium",1,16,118026,4,0.0736663844199831
"medium",1,16,118026,5,0.0717550274223035
"medium",1,16,118026,6,0.0610536681437715
"medium",1,16,118026,7,0.0524383848977451
"medium",1,16,118026,8,0.0520199225235196
"medium",1,16,118026,9,0.0577933450087566
"medium",1,16,118026,10,0.0427509293680297
"medium",1,16,118026,11,0.0446601941747573
"medium",1,16,118026,12,0.0413279132791328
"medium",1,16,118026,13,0.03886925795053
"medium",1,16,118026,14,0.0389705882352941
"medium",1,16,118026,15,0.0474368783473604
"medium",1,16,118026,16,0.0393574297188755
"medium",1,16,118026,17,0.0309364548494983
"medium",1,16,118026,18,0.0241587575496117
"medium",1,16,118026,19,0.0318302387267905
"medium",1,16,118026,20,0.0264840182648402
"medium",1,16,118026,21,0.0337711069418387
"medium",1,16,118026,22,0.0300970873786408
"medium",1,16,118026,23,0.034034034034034
"medium",1,16,118026,24,0.0217616580310881
"medium",1,16,118026,25,0.0264830508474576
"medium",1,17,119026,1,0.0716666666666667
"medium",1,17,119026,2,0.0865350089766607
"medium",1,17,119026,3,0.0770440251572327
"medium",1,17,119026,4,0.0689948892674617
"medium",1,17,119026,5,0.0750228728270814
"medium",1,17,119026,6,0.0672601384767557
"medium",1,17,119026,7,0.0604453870625663
"medium",1,17,119026,8,0.0553047404063205
"medium",1,17,119026,9,0.0525686977299881
"medium",1,17,119026,10,0.0510718789407314
"medium",1,17,119026,11,0.053156146179402
"medium",1,17,119026,12,0.0442105263157895
"medium",1,17,119026,13,0.0308370044052863
"medium",1,17,119026,14,0.0340909090909091
"medium",1,17,119026,15,0.0384313725490196
"medium",1,17,119026,16,0.0424143556280587
"medium",1,17,119026,17,0.0315161839863714
"medium",1,17,119026,18,0.0378188214599824
"medium",1,17,119026,19,0.0255941499085923
"medium",1,17,119026,20,0.0300187617260788
"medium",1,17,119026,21,0.0299806576402321
"medium",1,17,119026,22,0.0338983050847458
"medium",1,17,119026,23,0.0309597523219814
"medium",1,17,119026,24,0.020234291799787
"medium",1,17,119026,25,0.033695652173913
"medium",1,18,120026,1,0.0756666666666667
"medium",1,18,120026,2,0.0811395600432744
"medium",1,18,120026,3,0.0883045525902669
"medium",1,18,120026,4,0.0675850193715024
"medium",1,18,120026,5,0.0683287165281625
"medium",1,18,120026,6,0.0530227948463826
"medium",1,18,120026,7,0.0612244897959184
"medium",1,18,120026,8,0.0479375696767001
"medium",1,18,120026,9,0.063231850117096
"medium",1,18,120026,10,0.04375
"medium",1,18,120026,11,0.0509803921568627
"medium",1,18,120026,12,0.0392561983471074
"medium",1,18,120026,13,0.0401433691756272
"medium",1,18,120026,14,0.0395817774458551
"medium",1,18,120026,15,0.0388802488335925
"medium",1,18,120026,16,0.0275080906148867
"medium",1,18,120026,17,0.0357737104825291
"medium",1,18,120026,18,0.0431406384814495
"medium",1,18,120026,19,0.0333633904418395
"medium",1,18,120026,20,0.0233208955223881
"medium",1,18,120026,21,0.0286532951289398
"medium",1,18,120026,22,0.0383480825958702
"medium",1,18,120026,23,0.0214723926380368
"medium",1,18,120026,24,0.0303030303030303
"medium",1,18,120026,25,0.0258620689655172
"medium",1,19,121026,1,0.0663333333333333
"medium",1,19,121026,2,0.0842556229917887
"medium",1,19,121026,3,0.0732943469785575
"medium",1,19,121026,4,0.0761464030290282
"medium",1,19,121026,5,0.0646630236794171
"medium",1,19,121026,6,0.0764362220058423
"medium",1,19,121026,7,0.0558777016341592
"medium",1,19,121026,8,0.0485762144053601
"medium",1,19,121026,9,0.0657276995305164
"medium",1,19,121026,10,0.0489949748743719
"medium",1,19,121026,11,0.0449141347424042
"medium",1,19,121026,12,0.0470262793914246
"medium",1,19,121026,13,0.0435413642960813
"medium",1,19,121026,14,0.0311077389984825
"medium",1,19,121026,15,0.0438527799530149
"medium",1,19,121026,16,0.0368550368550369
"medium",1,19,121026,17,0.0365646258503401
"medium",1,19,121026,18,0.0335392762577229
"medium",1,19,121026,19,0.0301369863013699
"medium",1,19,121026,20,0.0367231638418079
"medium",1,19,121026,21,0.0254154447702835
"medium",1,19,121026,22,0.0290872617853561
"medium",1,19,121026,23,0.0351239669421488
"medium",1,19,121026,24,0.0267665952890792
"medium",1,19,121026,25,0.0253025302530253
"medium",1,20,122026,1,0.0783333333333333
"medium",1,20,122026,2,0.0853526220614828
"medium",1,20,122026,3,0.085013839462238
"medium",1,20,122026,4,0.0751944684528954
"medium",1,20,122026,5,0.0649532710280374
"medium",1,20,122026,6,0.0659670164917541
"medium",1,20,122026,7,0.0583199571963617
"medium",1,20,122026,8,0.0607954545454545
"medium",1,20,122026,9,0.044767090139141
"medium",1,20,122026,10,0.0506649778340722
"medium",1,20,122026,11,0.0600400266844563
"medium",1,20,122026,12,0.0432931156848829
"medium",1,20,122026,13,0.043026706231454
"medium",1,20,122026,14,0.0372093023255814
"medium",1,20,122026,15,0.0426731078904992
"medium",1,20,122026,16,0.0420521446593776
"medium",1,20,122026,17,0.0324846356453029
"medium",1,20,122026,18,0.0245009074410163
"medium",1,20,122026,19,0.0232558139534884
"medium",1,20,122026,20,0.0266666666666667
"medium",1,20,122026,21,0.0244618395303327
"medium",1,20,122026,22,0.0270812437311936
"medium",1,20,122026,23,0.0319587628865979
"medium",1,20,122026,24,0.033013844515442
"medium",1,20,122026,25,0.0341409691629956
"strong",1.5,1,203026,1,0.112666666666667
"strong",1.5,1,203026,2,0.108189331329827
"strong",1.5,1,203026,3,0.0943555181128896
"strong",1.5,1,203026,4,0.08
"strong",1.5,1,203026,5,0.070273003033367
"strong",1.5,1,203026,6,0.0576400217509516
"strong",1.5,1,203026,7,0.0548182342758223
"strong",1.5,1,203026,8,0.0506715506715507
"strong",1.5,1,203026,9,0.0463022508038585
"strong",1.5,1,203026,10,0.0424814565070802
"strong",1.5,1,203026,11,0.0380281690140845
"strong",1.5,1,203026,12,0.0263543191800878
"strong",1.5,1,203026,13,0.0293233082706767
"strong",1.5,1,203026,14,0.0317583268783888
"strong",1.5,1,203026,15,0.032
"strong",1.5,1,203026,16,0.028099173553719
"strong",1.5,1,203026,17,0.0306122448979592
"strong",1.5,1,203026,18,0.0228070175438597
"strong",1.5,1,203026,19,0.0278276481149013
"strong",1.5,1,203026,20,0.0304709141274238
"strong",1.5,1,203026,21,0.0219047619047619
"strong",1.5,1,203026,22,0.0243427458617332
"strong",1.5,1,203026,23,0.0249500998003992
"strong",1.5,1,203026,24,0.0174002047082907
"strong",1.5,1,203026,25,0.0333333333333333
"strong",1.5,2,204026,1,0.114
"strong",1.5,2,204026,2,0.110233258088789
"strong",1.5,2,204026,3,0.0947145877378436
"strong",1.5,2,204026,4,0.0747314339093881
"strong",1.5,2,204026,5,0.0711761736496719
"strong",1.5,2,204026,6,0.0543478260869565
"strong",1.5,2,204026,7,0.0540229885057471
"strong",1.5,2,204026,8,0.0473876063183475
"strong",1.5,2,204026,9,0.0491071428571429
"strong",1.5,2,204026,10,0.0429242119382964
"strong",1.5,2,204026,11,0.0441485634197617
"strong",1.5,2,204026,12,0.0388563049853372
"strong",1.5,2,204026,13,0.0282227307398932
"strong",1.5,2,204026,14,0.0313971742543171
"strong",1.5,2,204026,15,0.0348460291734198
"strong",1.5,2,204026,16,0.0344248530646516
"strong",1.5,2,204026,17,0.0330434782608696
"strong",1.5,2,204026,18,0.0305755395683453
"strong",1.5,2,204026,19,0.0306122448979592
"strong",1.5,2,204026,20,0.0181818181818182
"strong",1.5,2,204026,21,0.0214424951267057
"strong",1.5,2,204026,22,0.0278884462151394
"strong",1.5,2,204026,23,0.0245901639344262
"strong",1.5,2,204026,24,0.0178571428571429
"strong",1.5,2,204026,25,0.027807486631016
"strong",1.5,3,205026,1,0.119333333333333
"strong",1.5,3,205026,2,0.106737320211961
"strong",1.5,3,205026,3,0.0906779661016949
"strong",1.5,3,205026,4,0.0796831314072693
"strong",1.5,3,205026,5,0.0622784810126582
"strong",1.5,3,205026,6,0.0620950323974082
"strong",1.5,3,205026,7,0.0535405872193437
"strong",1.5,3,205026,8,0.0474452554744526
"strong",1.5,3,205026,9,0.0434227330779055
"strong",1.5,3,205026,10,0.0500667556742323
"strong",1.5,3,205026,11,0.0498945888966971
"strong",1.5,3,205026,12,0.0355029585798817
"strong",1.5,3,205026,13,0.0475460122699387
"strong",1.5,3,205026,14,0.0305958132045089
"strong",1.5,3,205026,15,0.0332225913621262
"strong",1.5,3,205026,16,0.0223367697594502
"strong",1.5,3,205026,17,0.0351493848857645
"strong",1.5,3,205026,18,0.0282331511839709
"strong",1.5,3,205026,19,0.0318650421743205
"strong",1.5,3,205026,20,0.0290416263310745
"strong",1.5,3,205026,21,0.0279162512462612
"strong",1.5,3,205026,22,0.0184615384615385
"strong",1.5,3,205026,23,0.0250783699059561
"strong",1.5,3,205026,24,0.0246516613076099
"strong",1.5,3,205026,25,0.021978021978022
"strong",1.5,4,206026,1,0.114666666666667
"strong",1.5,4,206026,2,0.0997740963855422
"strong",1.5,4,206026,3,0.0924299456294437
"strong",1.5,4,206026,4,0.076036866359447
"strong",1.5,4,206026,5,0.0653366583541147
"strong",1.5,4,206026,6,0.0592315901814301
"strong",1.5,4,206026,7,0.0533182076006807
"strong",1.5,4,206026,8,0.0587177950868784
"strong",1.5,4,206026,9,0.0445576066199873
"strong",1.5,4,206026,10,0.0453031312458361
"strong",1.5,4,206026,11,0.0362875087229588
"strong",1.5,4,206026,12,0.0311368573497466
"strong",1.5,4,206026,13,0.0373692077727952
"strong",1.5,4,206026,14,0.046583850931677
"strong",1.5,4,206026,15,0.0399022801302932
"strong",1.5,4,206026,16,0.0271416454622561
"strong",1.5,4,206026,17,0.030514385353095
"strong",1.5,4,206026,18,0.0278776978417266
"strong",1.5,4,206026,19,0.030527289546716
"strong",1.5,4,206026,20,0.0362595419847328
"strong",1.5,4,206026,21,0.0287128712871287
"strong",1.5,4,206026,22,0.018348623853211
"strong",1.5,4,206026,23,0.0301142263759086
"strong",1.5,4,206026,24,0.019271948608137
"strong",1.5,4,206026,25,0.0163755458515284
"strong",1.5,5,207026,1,0.124
"strong",1.5,5,207026,2,0.109969558599696
"strong",1.5,5,207026,3,0.101752885848653
"strong",1.5,5,207026,4,0.0728224654926226
"strong",1.5,5,207026,5,0.0703285420944559
"strong",1.5,5,207026,6,0.0635008282716731
"strong",1.5,5,207026,7,0.0742924528301887
"strong",1.5,5,207026,8,0.043312101910828
"strong",1.5,5,207026,9,0.0512649800266312
"strong",1.5,5,207026,10,0.0407017543859649
"strong",1.5,5,207026,11,0.0395025603511339
"strong",1.5,5,207026,12,0.0434120335110434
"strong",1.5,5,207026,13,0.0374203821656051
"strong",1.5,5,207026,14,0.0289495450785773
"strong",1.5,5,207026,15,0.0374787052810903
"strong",1.5,5,207026,16,0.0265486725663717
"strong",1.5,5,207026,17,0.0281818181818182
"strong",1.5,5,207026,18,0.0215154349859682
"strong",1.5,5,207026,19,0.0372848948374761
"strong",1.5,5,207026,20,0.0278053624627607
"strong",1.5,5,207026,21,0.024514811031665
"strong",1.5,5,207026,22,0.0282722513089005
"strong",1.5,5,207026,23,0.021551724137931
"strong",1.5,5,207026,24,0.0198237885462555
"strong",1.5,5,207026,25,0.0157303370786517
"strong",1.5,6,208026,1,0.113333333333333
"strong",1.5,6,208026,2,0.107518796992481
"strong",1.5,6,208026,3,0.0964616680707666
"strong",1.5,6,208026,4,0.082051282051282
"strong",1.5,6,208026,5,0.0644997460639919
"strong",1.5,6,208026,6,0.0635179153094463
"strong",1.5,6,208026,7,0.0597101449275362
"strong",1.5,6,208026,8,0.0413070283600493
"strong",1.5,6,208026,9,0.0405144694533762
"strong",1.5,6,208026,10,0.0482573726541555
"strong",1.5,6,208026,11,0.0464788732394366
"strong",1.5,6,208026,12,0.0354505169867061
"strong",1.5,6,208026,13,0.0375191424196018
"strong",1.5,6,208026,14,0.0381861575178998
"strong",1.5,6,208026,15,0.032258064516129
"strong",1.5,6,208026,16,0.0384615384615385
"strong",1.5,6,208026,17,0.0248888888888889
"strong",1.5,6,208026,18,0.0273473108477666
"strong",1.5,6,208026,19,0.028116213683224
"strong",1.5,6,208026,20,0.0221793635486982
"strong",1.5,6,208026,21,0.0285996055226824
"strong",1.5,6,208026,22,0.0233502538071066
"strong",1.5,6,208026,23,0.0280665280665281
"strong",1.5,6,208026,24,0.0149732620320856
"strong",1.5,6,208026,25,0.01085776330076
"strong",1.5,7,209026,1,0.115666666666667
"strong",1.5,7,209026,2,0.118733509234828
"strong",1.5,7,209026,3,0.100940975192472
"strong",1.5,7,209026,4,0.0870599429115128
"strong",1.5,7,209026,5,0.0729546638874414
"strong",1.5,7,209026,6,0.0652051714446318
"strong",1.5,7,209026,7,0.0631389055923031
"strong",1.5,7,209026,8,0.0641848523748395
"strong",1.5,7,209026,9,0.0384087791495199
"strong",1.5,7,209026,10,0.0463623395149786
"strong",1.5,7,209026,11,0.0426327599102468
"strong",1.5,7,209026,12,0.034375
"strong",1.5,7,209026,13,0.0307443365695793
"strong",1.5,7,209026,14,0.0325542570951586
"strong",1.5,7,209026,15,0.0327868852459016
"strong",1.5,7,209026,16,0.0410347903657449
"strong",1.5,7,209026,17,0.0269767441860465
"strong",1.5,7,209026,18,0.0239005736137667
"strong",1.5,7,209026,19,0.0215475024485798
"strong",1.5,7,209026,20,0.024024024024024
"strong",1.5,7,209026,21,0.0348717948717949
"strong",1.5,7,209026,22,0.024442082890542
"strong",1.5,7,209026,23,0.0239651416122004
"strong",1.5,7,209026,24,0.0212053571428571
"strong",1.5,7,209026,25,0.0228050171037628
"strong",1.5,8,210026,1,0.12
"strong",1.5,8,210026,2,0.1125
"strong",1.5,8,210026,3,0.0964575330772514
"strong",1.5,8,210026,4,0.0845536136041568
"strong",1.5,8,210026,5,0.0634674922600619
"strong",1.5,8,210026,6,0.0633608815426997
"strong",1.5,8,210026,7,0.06
"strong",1.5,8,210026,8,0.0481852315394243
"strong",1.5,8,210026,9,0.0506245890861275
"strong",1.5,8,210026,10,0.0533240997229917
"strong",1.5,8,210026,11,0.0504754937820044
"strong",1.5,8,210026,12,0.0315870570107858
"strong",1.5,8,210026,13,0.0294351630867144
"strong",1.5,8,210026,14,0.0204918032786885
"strong",1.5,8,210026,15,0.0209205020920502
"strong",1.5,8,210026,16,0.035042735042735
"strong",1.5,8,210026,17,0.0310008857395926
"strong",1.5,8,210026,18,0.0292504570383912
"strong",1.5,8,210026,19,0.0301318267419962
"strong",1.5,8,210026,20,0.016504854368932
"strong",1.5,8,210026,21,0.018756169792695
"strong",1.5,8,210026,22,0.0291750503018109
"strong",1.5,8,210026,23,0.0227979274611399
"strong",1.5,8,210026,24,0.024390243902439
"strong",1.5,8,210026,25,0.0184782608695652
"strong",1.5,9,211026,1,0.111333333333333
"strong",1.5,9,211026,2,0.105401350337584
"strong",1.5,9,211026,3,0.10062893081761
"strong",1.5,9,211026,4,0.0871794871794872
"strong",1.5,9,211026,5,0.0709908069458631
"strong",1.5,9,211026,6,0.062671797691039
"strong",1.5,9,211026,7,0.0627565982404692
"strong",1.5,9,211026,8,0.0544430538172716
"strong",1.5,9,211026,9,0.0549305095962938
"strong",1.5,9,211026,10,0.0476190476190476
"strong",1.5,9,211026,11,0.0455882352941176
"strong",1.5,9,211026,12,0.0346687211093991
"strong",1.5,9,211026,13,0.0319233838786911
"strong",1.5,9,211026,14,0.0370981038746908
"strong",1.5,9,211026,15,0.0299657534246575
"strong",1.5,9,211026,16,0.0406001765225066
"strong",1.5,9,211026,17,0.0340386384544618
"strong",1.5,9,211026,18,0.0323809523809524
"strong",1.5,9,211026,19,0.0265748031496063
"strong",1.5,9,211026,20,0.032355915065723
"strong",1.5,9,211026,21,0.0229885057471264
"strong",1.5,9,211026,22,0.0192513368983957
"strong",1.5,9,211026,23,0.0294438386041439
"strong",1.5,9,211026,24,0.0269662921348315
"strong",1.5,9,211026,25,0.0207852193995381
"strong",1.5,10,212026,1,0.111
"strong",1.5,10,212026,2,0.0911136107986502
"strong",1.5,10,212026,3,0.0973597359735974
"strong",1.5,10,212026,4,0.0891224862888483
"strong",1.5,10,212026,5,0.0667335674862017
"strong",1.5,10,212026,6,0.0666666666666667
"strong",1.5,10,212026,7,0.0524193548387097
"strong",1.5,10,212026,8,0.0577507598784195
"strong",1.5,10,212026,9,0.0458064516129032
"strong",1.5,10,212026,10,0.0513860716700473
"strong",1.5,10,212026,11,0.0477548111190306
