"method","estimand","tau","beta_trt","heterogeneity","patient_mix","t_star","site_sizes","init_intercepts","mean_est","truth","rmse","bias","emp_sd","coverage","n_reps"
"Federated per-protocol (unweighted)","RR",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",1.44921722585805,0.880591408870502,0.569254733413604,0.568625816987545,0.0268860627978175,NA,100
"Federated per-protocol (unweighted)","RR",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",1.43000268541046,0.894202060835619,0.53662940315325,0.535800624574837,0.0299630586331667,NA,100
"Federated per-protocol (unweighted)","RR",15,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",1.39756193141885,0.905158279892996,0.493174185028609,0.49240365152585,0.0276964196103786,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",1.48623006870521,0.921777507765187,0.565052580319253,0.564452560940023,0.0261643016436652,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",1.4696895715359,0.929861477740268,0.540542120406018,0.539828093795632,0.0279142460643673,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",1.43922549519391,0.936851497649284,0.503203245701853,0.502373997544623,0.0290223368507306,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",1.50160708491406,0.944775108054415,0.557470153012765,0.556831976859645,0.0268011956362271,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",1.49446719355776,0.948746482035201,0.546385731043076,0.545720711522556,0.027085202318578,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",1.46355182871161,0.954950305585809,0.509609902616395,0.508601523125801,0.0322042647092285,NA,100
"Federated per-protocol (unweighted)","RR",5,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",1.02232342581977,0.856815350661249,0.166640074810849,0.165508075158517,0.0194881883493377,NA,100
"Federated per-protocol (unweighted)","RR",10,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.97434764100951,0.886100605758232,0.0903685637427185,0.088247035251278,0.0195643998036802,NA,100
"Federated per-protocol (unweighted)","RR",15,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.937115409460733,0.902153214494756,0.0403770415742297,0.0349621949659769,0.0202995349861675,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",1.08012728387368,0.901471468569678,0.179530522831097,0.178655815303999,0.0177896884804886,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",1.03568137103842,0.920260011251172,0.117117201705416,0.115421359787251,0.0199582554289381,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.999698209358116,0.932573191466725,0.0693599026989298,0.0671250178913914,0.0175530386872747,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",1.10773395385319,0.931042924317417,0.177428156561125,0.176691029535777,0.0162378415203166,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",1.07004682522682,0.945751001578107,0.125749576923803,0.124295823648708,0.019161839181374,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",1.03803733682741,0.952454629339884,0.0874057151890952,0.0855827074875214,0.0178478198544855,NA,100
"Federated per-protocol (unweighted)","RR",5,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",1.15986922416643,0.858924100667627,0.301578733929637,0.3009451234988,0.0196372507511871,NA,100
"Federated per-protocol (unweighted)","RR",10,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",1.12105345021489,0.886438111459635,0.235473963333859,0.234615338755259,0.0201917632199319,NA,100
"Federated per-protocol (unweighted)","RR",15,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",1.08418985198984,0.901357179239573,0.18390176301974,0.182832672750263,0.0199005663785204,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",1.20228880732,0.901128654034344,0.301737214871136,0.30116015328566,0.0187462834336334,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",1.1679958013369,0.919713409017867,0.248833061429406,0.248282392319034,0.0166286270340666,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",1.13764922400501,0.930656753453094,0.207878167755479,0.206992470551919,0.019265548992122,NA,100
"Federated per-protocol (unweighted)","RR",5,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",1.22923157645517,0.930861338961872,0.299179330149135,0.298370237493296,0.0220987902836137,NA,100
"Federated per-protocol (unweighted)","RR",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",1.20219834665683,0.946254014991693,0.256585902850011,0.255944331665141,0.0182248756030727,NA,100
"Federated per-protocol (unweighted)","RR",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",1.17163475006771,0.95235263381563,0.220156067202626,0.21928211625208,0.0196958545127173,NA,100
"Federated CCW","OR",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.810895353494703,0.651010052345852,0.387724947444028,0.159885301148851,0.355003663869293,0.86,100
"Federated CCW","OR",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.751481023963113,0.670412998357106,0.245693019982513,0.0810680256060068,0.233101693012566,0.96,100
"Federated CCW","OR",15,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.788357656282929,0.696580344513286,0.202666085084579,0.0917773117696428,0.181604707498745,0.88,100
"Federated CCW","OR",5,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.853563064043291,0.74864820032207,0.331528998914975,0.104914863721221,0.316074963125956,0.9,100
"Federated CCW","OR",10,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.856390423927293,0.770766662703282,0.28518813821232,0.0856237612240108,0.273401406325333,0.9,100
"Federated CCW","OR",15,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.894776863168012,0.790340668505823,0.295436562254057,0.104436194662189,0.277754057987024,0.84,100
"Federated CCW","OR",5,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.898206797840686,0.813716678880785,0.437003510340756,0.0844901189599018,0.430918080110297,0.89,100
"Federated CCW","OR",10,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.973308804427378,0.826554369129559,0.414560003867876,0.146754435297819,0.389668510412923,0.85,100
"Federated CCW","OR",15,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.901627843234138,0.845450202691656,0.25745068397288,0.056177640542482,0.252512480702017,0.92,100
"Federated CCW","OR",5,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.503755768069866,0.481135393827211,0.118597497201841,0.0226203742426545,0.117006798609618,0.92,100
"Federated CCW","OR",10,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.553502714902407,0.54953039990105,0.107723306505149,0.00397231500135701,0.10819236272236,0.96,100
"Federated CCW","OR",15,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.604379652688591,0.590482033108094,0.0934669325109641,0.013897619580497,0.0928935724418814,0.95,100
"Federated CCW","OR",5,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.616491285421804,0.585145414626211,0.167451815824733,0.0313458707955925,0.165320463230337,0.94,100
"Federated CCW","OR",10,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.678819325398024,0.639296191577892,0.131192799282391,0.0395231338201323,0.125728071472313,0.94,100
"Federated CCW","OR",15,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.704598518176374,0.684311560961396,0.118230173442041,0.0202869572149775,0.117063452012417,0.96,100
"Federated CCW","OR",5,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.749965612697979,0.676562280021605,0.264524898065528,0.0734033326763743,0.255416816102738,0.89,100
"Federated CCW","OR",10,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.774603842113606,0.729504582842491,0.194700182988893,0.0450992592711152,0.190359092002948,0.89,100
"Federated CCW","OR",15,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.80398235931526,0.755684153634144,0.17864825246785,0.0482982056811163,0.172862067503595,0.93,100
"Federated CCW","OR",5,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.549165148231065,0.525565002037647,0.139630433882681,0.0236001461934179,0.138314862461314,0.96,100
"Federated CCW","OR",10,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.631685486395138,0.587672728701109,0.163200394098103,0.0440127576940298,0.157945284586703,0.89,100
"Federated CCW","OR",15,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.648625325109572,0.626058141430153,0.123819343732959,0.022567183679419,0.122358770797812,0.93,100
"Federated CCW","OR",5,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.674126912473482,0.62550615299607,0.224617557791522,0.048620759477412,0.220396953672111,0.9,100
"Federated CCW","OR",10,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.707583907457019,0.677361222490138,0.196834316465329,0.0302226849668811,0.195480081012084,0.94,100
"Federated CCW","OR",15,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.74585502710569,0.712695493069665,0.168128325676292,0.0331595340360261,0.165656268185415,0.89,100
"Federated CCW","OR",5,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.77554369432298,0.709733746489366,0.283186347137887,0.0658099478336145,0.27682098283332,0.88,100
"Federated CCW","OR",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.839886715675333,0.761772582376549,0.302574902485607,0.0781141332987843,0.293790542086275,0.85,100
"Federated CCW","OR",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.829832168422463,0.785237658579756,0.182251555960129,0.0445945098427062,0.177601754421266,0.96,100
"Pooled CCW","OR",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.782618215147359,0.651010052345852,0.357671635175075,0.131608162801507,0.334253714337338,0.84,100
"Pooled CCW","OR",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.717857532556546,0.670412998357106,0.191422753143895,0.0474445341994403,0.186384219743737,0.95,100
"Pooled CCW","OR",15,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.76726374504404,0.696580344513286,0.190925701211179,0.0706834005307546,0.178253253819847,0.85,100
"Pooled CCW","OR",5,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.856487080364873,0.74864820032207,0.338125980270399,0.107838880042802,0.322082796439918,0.87,100
"Pooled CCW","OR",10,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.805360262119749,0.770766662703282,0.248575809425427,0.0345935994164667,0.247396985828219,0.91,100
"Pooled CCW","OR",15,-0.7,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.862034048716287,0.790340668505823,0.230527598676272,0.0716933802104638,0.220199709596792,0.93,100
"Pooled CCW","OR",5,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.891752257813881,0.813716678880785,0.41339359818824,0.0780355789330964,0.408006629283136,0.9,100
"Pooled CCW","OR",10,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.925711073064794,0.826554369129559,0.302765920024224,0.0991567039352351,0.287509596489492,0.89,100
"Pooled CCW","OR",15,-0.5,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.867649152609677,0.845450202691656,0.222480031984494,0.0221989499180207,0.222484981343898,0.93,100
"Pooled CCW","OR",5,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.497802471378279,0.481135393827211,0.112645910571777,0.0166670775510679,0.111967300847354,0.93,100
"Pooled CCW","OR",10,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.550742872706441,0.54953039990105,0.098895990931716,0.00121247280539037,0.0993867404325157,0.95,100
"Pooled CCW","OR",15,-1,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.594950836107879,0.590482033108094,0.0928103248711432,0.00446880299978526,0.0931696953073959,0.93,100
"Pooled CCW","OR",5,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.610949813925544,0.585145414626211,0.160064593258431,0.0258043992993327,0.158766733761454,0.94,100
"Pooled CCW","OR",10,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.677385695435713,0.639296191577892,0.131243654406389,0.0380895038578213,0.126227654359333,0.94,100
"Pooled CCW","OR",15,-0.7,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.70634790077264,0.684311560961396,0.117607675946981,0.0220363398112434,0.116106730633314,0.95,100
"Pooled CCW","OR",5,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.748330491985096,0.676562280021605,0.266624952163603,0.0717682119634914,0.258077955625046,0.86,100
"Pooled CCW","OR",10,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.765827577021606,0.729504582842491,0.178838018107614,0.0363229941791143,0.175992644516073,0.93,100
"Pooled CCW","OR",15,-0.5,"low","s1:N(-0.25,0.95^2),Bern(0.35);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.25,1.05^2),Bern(0.45)",25,"1000/1000/1000","-4.5/-3/-1.5",0.799159384064651,0.755684153634144,0.176739560499598,0.0434752304305072,0.172172032198376,0.91,100
"Pooled CCW","OR",5,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.555493623006693,0.525565002037647,0.142381767887322,0.0299286209690454,0.139902005652046,0.94,100
"Pooled CCW","OR",10,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.627894774271826,0.587672728701109,0.148984775109604,0.0402220455707178,0.144175294065086,0.88,100
"Pooled CCW","OR",15,-1,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.647060371530707,0.626058141430153,0.118881693738506,0.0210022301005539,0.117601292840328,0.96,100
"Pooled CCW","OR",5,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.669292478928253,0.62550615299607,0.223154850164838,0.0437863259321832,0.219919279988267,0.89,100
"Pooled CCW","OR",10,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.695845229154054,0.677361222490138,0.188064747226833,0.0184840066639155,0.188097037730988,0.93,100
"Pooled CCW","OR",15,-0.7,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.734937843521755,0.712695493069665,0.156848546315028,0.0222423504520902,0.156045656124925,0.94,100
"Pooled CCW","OR",5,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.772177446700144,0.709733746489366,0.275174217285932,0.0624437002107784,0.269345698341486,0.89,100
"Pooled CCW","OR",10,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.834834677501107,0.761772582376549,0.274024907863968,0.0730620951245583,0.265435758336938,0.88,100
"Pooled CCW","OR",15,-0.5,"moderate","s1:N(-0.75,0.85^2),Bern(0.20);s2:N(0.00,1.00^2),Bern(0.40);s3:N(0.75,1.15^2),Bern(0.60)",25,"1000/1000/1000","-4.5/-3/-1.5",0.830805441225617,0.785237658579756,0.167584172633038,0.0455677826458606,0.162082508299963,0.94,100
"Federated landmark IPW","OR",5,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.586810324763216,0.651010052345852,0.227314992760738,-0.0641997275826357,0.219159323329287,NA,100
"Federated landmark IPW","OR",10,-1,"high","s1:N(-1.50,0.70^2),Bern(0.10);s2:N(0.00,1.00^2),Bern(0.40);s3:N(1.50,1.30^2),Bern(0.70)",25,"1000/1000/1000","-4.5/-3/-1.5",0.575083601518473,0.670412998357106,0.378407975722811,-0.0953293968386326,0.368048226677734,NA,100
