"task_id","rep","estimand","fragmentation","initiation","n_sites","n_per_site","empty_g1_at_tstar","truth","fed_estimate","fed_bias","local_estimate","local_bias","local_minus_fed","absolute_bias_gap","empty_g1_fraction"
1,35,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0899258420499319,-0.000919675665880693,-0.0896069604461299,-0.000600794062078691,0.000318881603802001,-0.000318881603802001,0
1,35,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.79889852237222,-0.128670956207058,1.80152964650949,-0.126039832069782,0.00263112413727562,-0.00263112413727562,0
1,36,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0940642029892439,-0.00505803660519266,-0.0938715138416217,-0.0048653474575705,0.00019268914762216,-0.00019268914762216,0
1,36,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.83760517158925,-0.0899643069900229,1.83860381893547,-0.088965659643808,0.000998647346214909,-0.000998647346214909,0
1,37,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0938879159179077,-0.00488174953385645,-0.0937135541509184,-0.00470738776686719,0.000174361766989262,-0.000174361766989262,0
1,37,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.93343819978726,0.00586872120798354,1.93388300875227,0.00631353017299752,0.000444808965013976,0.000444808965013976,0
1,38,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0876586033532644,0.00134756303078687,-0.0875261055247896,0.00148006085926167,0.000132497828474798,0.000132497828474798,0
1,38,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.85215638283754,-0.0754130957417356,1.85217976900889,-0.0753897095703824,2.33861713532235e-05,-2.33861713532235e-05,0
1,39,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.087709203200414,0.00129696318363726,-0.0875936658678729,0.00141250051617836,0.000115537332541105,0.000115537332541105,0
1,39,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.77514712931288,-0.152422349266391,1.77629491203715,-0.151274566542128,0.00114778272426364,-0.00114778272426364,0
1,40,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0956223250629552,-0.00661615867890397,-0.0955602116910653,-0.00655404530701409,6.21133718898825e-05,-6.21133718898825e-05,0
1,40,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.83888213383627,-0.0886873447430006,1.8418865840291,-0.0856828945501729,0.00300445019282769,-0.00300445019282769,0
1,41,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0881123090588215,0.00089385732522973,-0.0881662703574752,0.000839896026576081,-5.39612986536486e-05,-5.39612986536486e-05,0
1,41,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.76993708480929,-0.157632393769983,1.77534686902481,-0.152222609554462,0.00540978421552119,-0.00540978421552119,0
1,42,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0914191959225055,-0.00241302953845424,-0.0914224842614839,-0.00241631787743268,-3.2883389784466e-06,3.2883389784466e-06,0
1,42,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.92692181085228,-0.000647667726989098,1.92926685940921,0.00169738082993121,0.0023450485569203,0.00104971310294211,0
1,43,"RD","10_sites_x_500","moderate",10,500,0,-0.0890061663840512,-0.0943825181478798,-0.00537635176382856,-0.094430906144688,-0.00542473976063673,-4.83879968081746e-05,4.83879968081746e-05,0
1,43,"RMST_diff","10_sites_x_500","moderate",10,500,0,1.92756947857927,1.93540351504437,0.00783403646509306,1.93690590583326,0.00933642725398443,0.00150239078889136,0.00150239078889136,0
