"method","estimand","fragmentation","initiation","init_intercept","n_sites","n_per_site","total_n","tau","t_star","beta_trt","conf_mult","truncation","mean_est","median_est","truth","mean_bias","median_bias","emp_sd","rmse","coverage","mean_init_rate","mean_death_rate","mean_zero_initiation_sites","mean_empty_g1_at_tstar","mean_empty_g1_fraction","mean_fit_warning_count","n_reps"
"fed_ccw_tvipcw","psi0","20_sites_x_250","sparse",-4.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",0.850083740802698,0.850348385234058,0.849033014015289,0.00105072678740924,0.00131537121876907,0.00534506374552977,0.00543861203532147,NA,0.0362633333333333,0.845374666666667,0,1.09666666666667,0.0548333333333333,0,300
"fed_ccw_tvipcw","psi0","50_sites_x_100","moderate",-2.5,50,100,5000,4,25,-0.7,0,"0.001/0.999",0.850094153901618,0.849371573221287,0.848897302116875,0.00119685178474341,0.000474271104412283,0.00564147840612964,0.00575783337776585,NA,0.228278,0.82203,0,0,0,0,300
"fed_ccw_tvipcw","psi0","50_sites_x_100","sparse",-4.5,50,100,5000,4,25,-0.7,0,"0.001/0.999",0.849232466434544,0.850102328142212,0.849033014015289,0.000199452419255164,0.00106931412692324,0.00495949882931698,0.00495524178455669,NA,0.0361506666666667,0.845652,1.32333333333333,16.3766666666667,0.327533333333333,4.06,300
"fed_ccw_tvipcw","psi1","100_sites_x_50","moderate",-2.5,100,50,5000,4,25,-0.7,0,"0.001/0.999",0.764904945338289,0.766432643940036,0.759891135732824,0.00501380960546513,0.00654150820721283,0.00822457807840043,0.00962062848149747,NA,0.225412,0.823667333333333,0,1.58,0.0158,0,300
"fed_ccw_tvipcw","psi1","100_sites_x_50","sparse",-4.5,100,50,5000,4,25,-0.7,0,"0.001/0.999",0.735509201252058,0.733756436367247,0.764148698321311,-0.0286394970692531,-0.0303922619540641,0.0576398900162611,0.0642767702237453,NA,0.035266,0.848106666666667,18.0333333333333,57.85,0.5785,61.2866666666667,300
"fed_ccw_tvipcw","psi1","10_sites_x_500","moderate",-2.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",0.759375157486754,0.760234677461529,0.759891135732824,-0.000515978246070097,0.000343541728705266,0.00981034605558211,0.00980756410370377,NA,0.228105333333333,0.819213333333333,0,0,0,0,300
"fed_ccw_tvipcw","psi1","10_sites_x_500","sparse",-4.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",0.771891976258273,0.770159466953711,0.764148698321311,0.00774327793696192,0.0060107686323993,0.0248947186775293,0.0260315106716634,NA,0.03616,0.844415333333333,0,0.0333333333333333,0.00333333333333333,0,300
"fed_ccw_tvipcw","psi1","20_sites_x_250","moderate",-2.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",0.757992605273499,0.757778710388621,0.759891135732824,-0.00189853045932485,-0.00211242534420264,0.0104132799546374,0.0105678456959744,NA,0.228116666666667,0.81962,0,0,0,0,300
"fed_ccw_tvipcw","psi1","20_sites_x_250","sparse",-4.5,20,250,5000,4,25,-0.7,0,"0.001/0.999",0.761330838540875,0.76914763182228,0.764148698321311,-0.00281785978043627,0.00499893350096858,0.0415539729356876,0.0415802504192346,NA,0.0362633333333333,0.845374666666667,0,1.09666666666667,0.0548333333333333,0,300
"fed_ccw_tvipcw","psi1","50_sites_x_100","moderate",-2.5,50,100,5000,4,25,-0.7,0,"0.001/0.999",0.765492025513115,0.765322425893066,0.759891135732824,0.00560088978029183,0.00543129016024246,0.0114058312514992,0.0126897324471478,NA,0.228278,0.82203,0,0,0,0,300
"fed_ccw_tvipcw","psi1","50_sites_x_100","sparse",-4.5,50,100,5000,4,25,-0.7,0,"0.001/0.999",0.787044309254123,0.792596051105319,0.764148698321311,0.022895610932812,0.028447352784008,0.0387980584632328,0.0449942297341345,NA,0.0361506666666667,0.845652,1.32333333333333,16.3766666666667,0.327533333333333,4.06,300
"local_ccw_meta","OR","100_sites_x_50","moderate",-2.5,100,50,5000,4,25,-0.7,0,"0.001/0.999",0.560792894423813,0.550541469372838,0.563326588646669,-0.00253369422285607,-0.0127851192738316,0.041895573889913,0.041902361758516,NA,0.225412,0.823667333333333,0,1.58,0.0158,0,300
"local_ccw_meta","OR","100_sites_x_50","sparse",-4.5,100,50,5000,4,25,-0.7,0,"0.001/0.999",0.359481632341932,0.36633165796902,0.576098848203633,-0.216617215861701,-0.209767190234613,0.0423672782747847,0.220707999829019,NA,0.035266,0.848106666666667,18.0333333333333,57.85,0.5785,61.2866666666667,300
"local_ccw_meta","OR","10_sites_x_500","moderate",-2.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",0.568090054106968,0.563441864579344,0.563326588646669,0.00476346546029913,0.000115275932674852,0.038145181650155,0.0383783181415111,NA,0.228105333333333,0.819213333333333,0,0,0,0,300
"local_ccw_meta","OR","10_sites_x_500","sparse",-4.5,10,500,5000,4,25,-0.7,0,"0.001/0.999",0.61063208022449,0.588673091975966,0.576098848203633,0.034533232020857,0.0125742437723331,0.0986995493196987,0.104411077698992,NA,0.03616,0.844415333333333,0,0.0333333333333333,0.00333333333333333,0,300
