"model","heterogeneity","tau","site","interval","replicates","mean_eligible_n","mean_observed_rate","mean_numerator_hazard","mean_denominator","mean_den_q01","mean_den_q99","mean_observed_prob_q01","min_observed_prob","mean_prop_observed_prob_lt_001","mean_prop_observed_prob_lt_005"
"Federated: site-specific slopes","moderate",10,"1",8,10,366.1,0.0111678475576075,0.0324204461080743,0.0111678475576076,0.000205631618976938,0.0990002903492457,0.535554226571912,0.00133023173505408,0.00302246689009205,0.00762777366134228
"Federated: site-specific slopes","moderate",10,"1",9,10,344.5,0.00777784136673949,0.0280476862035096,0.00777794136673953,0.000143941885981637,0.0701747203210134,0.62680230609297,0.00279638346460677,0.00116225643048178,0.00518594636428602
"Federated: site-specific slopes","moderate",10,"1",10,10,328,0.0118535617954681,0.0264416420216859,0.0118535617954681,0.000258673714960074,0.102799512548905,0.391486612099413,0.00247722483987617,0.00213430409734871,0.00822524954560275
"Federated: site-specific slopes","moderate",10,"2",1,10,800,0.038125,0.12678,0.038125,0.00117503135240765,0.254402958137909,0.0342879204967494,0.00144073890427111,0.001875,0.015625
"Federated: site-specific slopes","moderate",10,"2",2,10,703,0.0438487126495313,0.104640710635975,0.0438487126495313,0.000774549087719072,0.336443440724566,0.0436148185509542,0.00396911791210227,0.000987522211730452,0.0115082464245083
"Federated: site-specific slopes","moderate",10,"2",3,10,611.3,0.0325886970902801,0.0790480625223672,0.0325886970902801,0.000483431499861815,0.277609908442,0.041816257133429,0.00060452822274887,0.00194753470824896,0.0112867064226368
"Federated: site-specific slopes","moderate",10,"2",4,10,544.7,0.0331231725761552,0.064008705207912,0.0331231725761552,0.00055493041891011,0.278148887457344,0.040417759025548,0.000669766620443188,0.00239766846395461,0.0133121998960785
"Federated: site-specific slopes","moderate",10,"2",5,10,490.2,0.0313368963695515,0.0505103032806148,0.0313368963695515,0.000505493867664843,0.263229646530401,0.0571001955559445,0.00499093234132157,0.000820296656354931,0.00886645587277832
"Federated: site-specific slopes","moderate",10,"2",6,10,443.2,0.0225550295693819,0.0385233526344519,0.0225550295693819,0.000366989100073237,0.178331846484773,0.0497257984357086,0.00136446256494985,0.00270590129090387,0.00952494502238582
"Federated: site-specific slopes","moderate",10,"2",7,10,405,0.0232219434412068,0.0380325274726285,0.0232219434412068,0.000330497236393538,0.184358620759617,0.0485609100311629,0.00198686006900862,0.00315483314356261,0.0107557786237434
"Federated: site-specific slopes","moderate",10,"2",8,10,374.3,0.0214944058155381,0.0324204461080743,0.0214944058155381,0.000351045942864695,0.182861521944722,0.0799054762322063,0.00137491615913692,0.00209943815232816,0.00894738983775084
"Federated: site-specific slopes","moderate",10,"2",9,10,347.1,0.0167238316521402,0.0280476862035096,0.0167238316521401,0.000237374807192852,0.148218096731617,0.206099017737396,0.00168625720985409,0.00199979740461348,0.00856182066812011
"Federated: site-specific slopes","moderate",10,"2",10,10,323.2,0.0177148116616936,0.0264416420216859,0.0177148116616936,0.000286109647971723,0.15813033771891,0.0940671343281472,0.00334579873866719,0.00215554130681911,0.0084753445605438
"Federated: site-specific slopes","moderate",10,"3",1,10,1000,0.0805,0.12678,0.080500000000037,0.00257861070927982,0.490126481272076,0.0463925427159436,0.00649954073287668,4e-04,0.0116
"Federated: site-specific slopes","moderate",10,"3",2,10,819.7,0.0766028587446817,0.104640710635975,0.0766028587447855,0.00157466713383187,0.515929199795144,0.0478562560856136,0.00411781090215787,0.000852108284220219,0.0115879122788517
"Federated: site-specific slopes","moderate",10,"3",3,10,672.2,0.0639178980339348,0.0790480625223672,0.0639178980340773,0.00109060772790263,0.442855716279106,0.0362486849741039,0.00196129826938122,0.00147840789570518,0.0147198206905818
"Federated: site-specific slopes","moderate",10,"3",4,10,566.8,0.0562209005694801,0.064008705207912,0.0562209005696169,0.000952466162610925,0.38542113373614,0.0431947189383441,0.00465440127014357,0.00106980980775239,0.0115087446810707
"Federated: site-specific slopes","moderate",10,"3",5,10,485.2,0.05114271359349,0.0505103032806148,0.0511427135936241,0.000823598795763083,0.363443941445903,0.0425566417773529,0.00166505014455322,0.0020623506797373,0.0119823871476047
"Federated: site-specific slopes","moderate",10,"3",6,10,425.5,0.033943368065042,0.0385233526344519,0.0339433680651589,0.000590608974330499,0.239837419946336,0.0381124453495789,0.000877781464534412,0.000708627956500035,0.0127114850773549
"Federated: site-specific slopes","moderate",10,"3",7,10,380.3,0.04044575213701,0.0380325274726285,0.0404457521371054,0.000842739212472317,0.27849123246352,0.0344340612829547,0.000533134227639653,0.0020782786675523,0.0141444747530489
"Federated: site-specific slopes","moderate",10,"3",8,10,337.5,0.033902321122654,0.0324204461080743,0.0339023211229392,0.000649890477065301,0.258236568680891,0.0390553386668902,0.00239437817188013,0.0020869114850876,0.0130067836135588
"Federated: site-specific slopes","moderate",10,"3",9,10,304.5,0.0309413163710409,0.0280476862035096,0.0309413163711728,0.000538052647988612,0.256475276907072,0.0531097044402028,0.00272732889393334,0.00161309144312938,0.0109232721764266
"Federated: site-specific slopes","moderate",10,"3",10,10,279.5,0.0271266649390046,0.0264416420216859,0.0271266649391029,0.000509857941869319,0.222286737855184,0.0503476488532291,0.00550216459420206,0.00174723742363369,0.0115336225734579
"Federated: site-specific slopes","moderate",10,"4",1,10,1200,0.145083333333333,0.12678,0.145083333333334,0.00488397566192273,0.679049789470055,0.0598842419630707,0.00227471274395986,0.000583333333333333,0.00808333333333333
"Federated: site-specific slopes","moderate",10,"4",2,10,882.8,0.127994044861819,0.104640710635975,0.127994044861819,0.0029550640936757,0.666202556057042,0.0534593222485021,0.00569306442880874,0.000224105461393597,0.00904864815704211
"Federated: site-specific slopes","moderate",10,"4",3,10,671.1,0.108915453830333,0.0790480625223672,0.108915453830333,0.00197802603355409,0.613610967139048,0.0508163651840264,0.00273997327937111,0.00029486035387585,0.00980506601679228
"Federated: site-specific slopes","moderate",10,"4",4,10,527.6,0.0965044133276995,0.064008705207912,0.0965044133277001,0.00181928531433205,0.558829024033636,0.0393748974985583,0.00425967982050993,0.000937889398066604,0.0138179363323804
"Federated: site-specific slopes","moderate",10,"4",5,10,422,0.0668153156661301,0.0505103032806148,0.0668153156661306,0.00112346705024174,0.411089985085619,0.0503874939069821,0.000869396147448775,0.00213452954483436,0.0111397709796615
"Federated: site-specific slopes","moderate",10,"4",6,10,356.8,0.0629226494499625,0.0385233526344519,0.062922649449963,0.0013388435679827,0.413479672192936,0.0393206708371902,0.00433473233471387,0.00083447815676885,0.0123400922527492
"Federated: site-specific slopes","moderate",10,"4",7,10,306.5,0.0566372524821449,0.0380325274726285,0.0566372524821453,0.00121474233892298,0.365307442297767,0.0473742082389809,0.00188956033479899,0.00163100799783861,0.0104511262860415
"Federated: site-specific slopes","moderate",10,"4",8,10,266.3,0.0534590916017708,0.0324204461080743,0.0534590916017712,0.00118410882281593,0.367071760552082,0.0434904810973955,0.00524740775909958,0.000740750901932811,0.0119776737629937
"Federated: site-specific slopes","moderate",10,"4",9,10,233.4,0.0468254354369208,0.0280476862035096,0.0468254354369211,0.00118990012342694,0.294502207260471,0.0399288182231267,0.00318217318059076,0.00129900652749482,0.0124107726027332
"Federated: site-specific slopes","moderate",10,"4",10,10,208.3,0.0422562784856002,0.0264416420216859,0.0422562784856006,0.000979851828132213,0.287588088690952,0.0288462717767685,0.00334457634643355,0.0014520092119102,0.0173353599678552
"Federated: site-specific slopes","moderate",10,"5",1,10,1400,0.242357142857143,0.12678,0.242357142857143,0.00832160433910615,0.846240746984726,0.0755519873902077,0.00463626693021326,0.000142857142857143,0.00507142857142857
"Federated: site-specific slopes","moderate",10,"5",2,10,890.8,0.209263315111838,0.104640710635975,0.209263315111839,0.00518264533537601,0.818970099434741,0.0735249049113454,0.00920590633658776,0.000110741971207087,0.00472047647836387
"Federated: site-specific slopes","moderate",10,"5",3,10,594.6,0.163657147070516,0.0790480625223672,0.163657147070516,0.00342529448532993,0.738235602841863,0.0574786573346751,0.00768150709989563,0.000324448069889219,0.0075260690691374
"Federated: site-specific slopes","moderate",10,"5",4,10,432.6,0.128391035869087,0.064008705207912,0.128391035869088,0.00259216765010817,0.647278224573449,0.0523326193107196,0.00548383397242484,0.000475657210080992,0.008858611388304
"Federated: site-specific slopes","moderate",10,"5",5,10,334.3,0.105020969764198,0.0505103032806148,0.105020969764198,0.0020632197834658,0.552617030819209,0.0568792657566163,0.00820409993711903,0.000294985250737463,0.00728111979764198
"Federated: site-specific slopes","moderate",10,"5",6,10,267.7,0.0790683051469903,0.0385233526344519,0.0790683051469906,0.00192104675967421,0.455636033542262,0.0426133341630923,0.00910077432022826,0.000377358490566038,0.0134203636129897
"Federated: site-specific slopes","moderate",10,"5",7,10,222.5,0.0785155832092386,0.0380325274726285,0.0785155832092388,0.00167084948778701,0.460806440409967,0.0529818090535532,0.00409104963577726,0.000886922320550639,0.00967249139395378
"Federated: site-specific slopes","moderate",10,"5",8,10,190.4,0.0625061358508402,0.0324204461080743,0.0625061358508404,0.00152245395893109,0.363397250993025,0.0585231354773954,0.00369750160668303,0.00161046652163403,0.00975157155662584
"Federated: site-specific slopes","moderate",10,"5",9,10,166.1,0.0613607693130536,0.0280476862035096,0.0613607693130537,0.00135619859137781,0.372852438472356,0.0431592761330313,0.000703072441062489,0.0019202525378086,0.0120166356129771
"Federated: site-specific slopes","moderate",10,"5",10,10,145.8,0.0545321603494033,0.0264416420216859,0.0545321603494034,0.00110076672755293,0.348179695769483,0.0333623282767179,0.00411600836701353,0.00210988079691017,0.0145354381959489
"Federated: site-specific slopes","moderate",10,"Overall",1,10,5000,0.12678,0.12678,0.126780000000008,0.0014746936486562,0.749502962724541,0.0527793882901362,0.00144073890427111,8e-04,0.00952
"Federated: site-specific slopes","moderate",10,"Overall",2,10,3850.3,0.104640710635975,0.104640710635975,0.104640710635997,0.000894294869384883,0.695695934160391,0.0536899336753686,0.00340924294627792,0.000650008192895255,0.00922036261778279
"Federated: site-specific slopes","moderate",10,"Overall",3,10,3055.8,0.0790480625223672,0.0790480625223672,0.0790480625223989,0.000597167711441956,0.600238747519089,0.0469414388334898,0.00060452822274887,0.00123810330705905,0.0106627674849907
"Federated: site-specific slopes","moderate",10,"Overall",4,10,2541.6,0.064008705207912,0.064008705207912,0.0640087052079423,0.000499194053836164,0.495433022402299,0.0440941201789958,0.000669766620443188,0.00149115114694638,0.0115099612963918
"Federated: site-specific slopes","moderate",10,"Overall",5,10,2170.1,0.0505103032806148,0.0505103032806148,0.0505103032806445,0.000455129858248278,0.401509579727126,0.0494761333745346,0.000849679447800949,0.00151991942875934,0.00983351872405891
"Federated: site-specific slopes","moderate",10,"Overall",6,10,1905.3,0.0385233526344519,0.0385233526344519,0.0385233526344783,0.000316764815753326,0.318302529666615,0.0456096814670372,0.000606121913715107,0.00137196399111773,0.0107146386799748
"Federated: site-specific slopes","moderate",10,"Overall",7,10,1704,0.0380325274726285,0.0380325274726285,0.0380325274726501,0.000342156964831924,0.314219019586611,0.0466063511441711,0.000533134227639653,0.00227773978697965,0.010786157663196
"Federated: site-specific slopes","moderate",10,"Overall",8,10,1534.6,0.0324204461080743,0.0324204461080743,0.0324204461081388,0.000281333471766897,0.284888930308101,0.0479778821885195,0.00133023173505408,0.00202650444260235,0.0101145467058687
"Federated: site-specific slopes","moderate",10,"Overall",9,10,1395.6,0.0280476862035096,0.0280476862035096,0.028047712511232,0.000187128000289045,0.273552188853289,0.0588690569192154,0.000703072441062489,0.00156627266471184,0.00927505418031937
"Federated: site-specific slopes","moderate",10,"Overall",10,10,1284.8,0.0264416420216859,0.0264416420216859,0.0264416420217084,0.00027170740403269,0.2343119964802,0.0433050989481516,0.00247722483987617,0.0019565126110086,0.0112276637406539
"Federated: site-specific slopes","moderate",15,"1",1,10,600,0.018,0.12666,0.0179999999999999,0.000716735499577988,0.125974759260453,0.0430150224497715,0.00266131373676547,0.00216666666666667,0.011
"Federated: site-specific slopes","moderate",15,"1",2,10,551.5,0.0156196557911021,0.104080310681343,0.0156196557911021,0.000316524957372314,0.140811093551075,0.0943829903084713,0.000804077148168142,0.0029064032267476,0.0079789257891846
"Federated: site-specific slopes","moderate",15,"1",3,10,509.4,0.0159356772002322,0.0798791117658072,0.0159356772002321,0.000280898398368356,0.142899871897189,0.0679732420263447,0.00134819813319702,0.00253652933988975,0.00822796096477477
"Federated: site-specific slopes","moderate",15,"1",4,10,471.2,0.0135614546708666,0.0614882300269012,0.0135614546708665,0.000197234511100833,0.121371998439491,0.144484547578704,0.00212362092647659,0.00233993658697988,0.00847826918019866
"Federated: site-specific slopes","moderate",15,"1",5,10,439.7,0.0150230167203801,0.0527917173564725,0.0150230167203801,0.000229373330328293,0.144733004446908,0.135736502446987,0.00315496591275533,0.00183241946497837,0.00892153968538513
"Federated: site-specific slopes","moderate",15,"1",6,10,412.4,0.0130623016362545,0.0414268412607906,0.0130623016362545,0.000201159789838395,0.122781362074854,0.388687643377563,0.0041668000225529,0.00194177003058227,0.00632151379998559
"Federated: site-specific slopes","moderate",15,"1",7,10,389.1,0.00941064461754947,0.0375155314856464,0.00941064461754944,0.00012946730014145,0.0917824615505199,0.604958060588773,0.000872493777039611,0.00331521385096219,0.00663709615660554
"Federated: site-specific slopes","moderate",15,"1",8,10,367.6,0.00996602032192663,0.0337450112325316,0.00996602032192658,0.000139383598467764,0.106715987475131,0.599390733013623,0.00150634900089227,0.0038209558218925,0.00704358240914876
"Federated: site-specific slopes","moderate",15,"1",9,10,348.5,0.00922132042525042,0.0291401110146969,0.0092213204252504,0.000155811792717641,0.0833213477731663,0.527792498122154,0.000710126914308341,0.00288250910844611,0.00489032712742805
"Federated: site-specific slopes","moderate",15,"1",10,10,331.3,0.00998443539524222,0.0239146329841254,0.00998443539524222,0.000204413137515878,0.0900704965877929,0.442979639702726,0.000578236077134052,0.00301747616664582,0.00756219205749108
"Federated: site-specific slopes","moderate",15,"1",11,10,315.8,0.0132194705575917,0.0264197387577498,0.0132196705575917,0.000216607149445238,0.12352637271292,0.292101317767416,0.00149554716255807,0.00190441679424427,0.00754791511939849
"Federated: site-specific slopes","moderate",15,"1",12,10,299.8,0.00965139208202822,0.0218439327340202,0.0096513920820282,0.000170222379195501,0.0831800314937769,0.501019076975188,0.00232073434109588,0.00199722144233343,0.00598836973514608
"Federated: site-specific slopes","moderate",15,"1",13,10,285.9,0.00765149983554637,0.0209367540572318,0.00765159983554637,0.000156263482857221,0.0617825798418721,0.658525350153959,0.0049346835935431,0.00103127876618133,0.00484535428080092
"Federated: site-specific slopes","moderate",15,"1",14,10,272.5,0.00886684964673603,0.0222074459510111,0.00886694964673602,0.000184444615424287,0.0726393448206496,0.52869384551672,0.00284136477789439,0.00110319202783725,0.00667866465303232
"Federated: site-specific slopes","moderate",15,"1",15,10,261.6,0.00615516210797766,0.0217781508027199,0.00615546210797764,0.000110144540085405,0.0532742262485925,0.654717653369056,0.00254282971940054,0.00422066979270554,0.00615516210797766
"Federated: site-specific slopes","moderate",15,"2",1,10,800,0.039125,0.12666,0.039125,0.00180156916475932,0.231504846258933,0.0340535573080763,0.000814474779375145,0.001375,0.0155
"Federated: site-specific slopes","moderate",15,"2",2,10,701.6,0.0377913191921752,0.104080310681343,0.0377913191921753,0.000974414156607656,0.264245344405914,0.0428247642674712,0.00278523699866982,0.00100146375880938,0.0122633975181329
"Federated: site-specific slopes","moderate",15,"2",3,10,614,0.03510209328585,0.0798791117658072,0.0351020932858501,0.000724111871130512,0.273685347065336,0.0337917562983089,0.00169181652848568,0.00145953069101623,0.0141534096851701
"Federated: site-specific slopes","moderate",15,"2",4,10,545.5,0.0296692495736829,0.0614882300269012,0.029669249573683,0.00052718177308756,0.232253698528062,0.0420472774681942,0.00325180077138135,0.0016483473660649,0.0113588366836151
"Federated: site-specific slopes","moderate",15,"2",5,10,489.4,0.0283464526562775,0.0527917173564725,0.0283464526562776,0.000491032869703305,0.205495391843218,0.0501500351767702,0.00253308634710635,0.00243544570140203,0.0110095264560314
"Federated: site-specific slopes","moderate",15,"2",6,10,445.8,0.0277520198377762,0.0414268412607906,0.0277520198377762,0.000467316765147226,0.210989136553195,0.0404085690708152,0.000631189359852291,0.0013634500415866,0.0127766315998451
"Federated: site-specific slopes","moderate",15,"2",7,10,404.4,0.0191079441349744,0.0375155314856464,0.0191079441349751,0.000331882304528346,0.150975742923184,0.130008339248206,0.00302960713896079,0.0022086057916885,0.0101245886579762
"Federated: site-specific slopes","moderate",15,"2",8,10,373.4,0.0261453734361835,0.0337450112325316,0.0261453734361835,0.000514501402644234,0.189134346050101,0.0457225016777498,0.00205093681793089,0.00185521252801796,0.0114979021868765
"Federated: site-specific slopes","moderate",15,"2",9,10,343.3,0.0211607468039991,0.0291401110146969,0.0211607468039992,0.000392868881706166,0.155151372553192,0.118509649370847,0.00114451366986288,0.00206398080610254,0.0104859143419908
"Federated: site-specific slopes","moderate",15,"2",10,10,319.2,0.0118978705793598,0.0239146329841254,0.0118978705793598,0.000231648276895411,0.0877849004402534,0.427283362337705,0.00302671018388748,0.00301352751183251,0.00845853502824606
"Federated: site-specific slopes","moderate",15,"2",11,10,301.7,0.0169115340164597,0.0264197387577498,0.0169115340164597,0.000391145418215026,0.127111448086824,0.153453612641866,0.000910134155603312,0.00263903865354849,0.00960034806895416
"Federated: site-specific slopes","moderate",15,"2",12,10,283,0.0148304295449709,0.0218439327340202,0.014830429544971,0.000312818530315934,0.11337854020237,0.154896419537043,0.0024354418460236,0.00212482470048333,0.0103013696358239
"Federated: site-specific slopes","moderate",15,"2",13,10,266.5,0.0185473497027829,0.0209367540572318,0.0185473497027829,0.000399478996341652,0.134744234803541,0.16766263743041,0.00113273990754253,0.00261160163832284,0.0094683965738766
"Federated: site-specific slopes","moderate",15,"2",14,10,249.2,0.013991191211252,0.0222074459510111,0.0139911912112521,0.000351323988844254,0.119250513870889,0.276041105793076,0.0117179381187509,0,0.00959212682811251
"Federated: site-specific slopes","moderate",15,"2",15,10,235.9,0.0171573686800988,0.0217781508027199,0.0171573686805852,0.000403289909597483,0.151095907039597,0.252789155302341,0.00096145098054499,0.00379110766720913,0.0120383139211386
"Federated: site-specific slopes","moderate",15,"3",1,10,1000,0.0771,0.12666,0.0771000000000939,0.00229339080609287,0.48104930675082,0.0446145308663794,0.00365817608607359,0.001,0.0125
"Federated: site-specific slopes","moderate",15,"3",2,10,815.4,0.07565997755761,0.104080310681343,0.0756599775578674,0.00165879199674444,0.495635346854213,0.0431447011962807,0.0047062882030945,0.000613212806508528,0.0125005936659797
"Federated: site-specific slopes","moderate",15,"3",3,10,672.7,0.0666450457998287,0.0798791117658072,0.0666450458000864,0.00138493732573397,0.44769653525526,0.0473101910934072,0.00596041917115291,0.0010260518127117,0.011251791284676
"Federated: site-specific slopes","moderate",15,"3",4,10,562.2,0.0533505689425352,0.0614882300269012,0.0533505689428095,0.000961326476762615,0.362793565735684,0.0497147960307096,0.0035441632981458,0.00105448218785467,0.00979495171917323
"Federated: site-specific slopes","moderate",15,"3",5,10,479.6,0.0467145258626268,0.0527917173564725,0.0467145258628992,0.000776984125875322,0.343639705680576,0.0370093205293446,0.00427314874586094,0.00186269254327801,0.0133055167030086
"Federated: site-specific slopes","moderate",15,"3",6,10,419.3,0.0422668021034178,0.0414268412607906,0.0422668021036747,0.000798556064864673,0.307033394868596,0.0540129780245358,0.00164318694616361,0.00140353573637453,0.00870690612434249
"Federated: site-specific slopes","moderate",15,"3",7,10,372.2,0.0390083547212856,0.0375155314856464,0.0390083547215778,0.000730066409635642,0.306980399840536,0.0457640095715185,0.0082328175009332,0.000508010185991039,0.00992049327347491
"Federated: site-specific slopes","moderate",15,"3",8,10,334.6,0.0305836336252623,0.0337450112325316,0.0305836336256601,0.000615352998023395,0.247158246870441,0.0346998979337992,0.00405105800050032,0.00207286419308847,0.0128771438207597
"Federated: site-specific slopes","moderate",15,"3",9,10,306,0.027979068460188,0.0291401110146969,0.0279790684606384,0.000615926789589572,0.219570241880816,0.0430594573446758,0.00071397231137393,0.00161541513452341,0.0123461425978052
"Federated: site-specific slopes","moderate",15,"3",10,10,281.2,0.0296068469755035,0.0239146329841254,0.0296068469757978,0.000573169586855235,0.23164800640711,0.0489800710151504,0.00607453559496207,0.0014687080279161,0.0109723362861919
"Federated: site-specific slopes","moderate",15,"3",11,10,257.4,0.0354923032694104,0.0264197387577498,0.0354923032696799,0.000639147353405925,0.253104067830516,0.0543129896772868,0.00195673756724499,0.0015716589522105,0.0128078919010683
"Federated: site-specific slopes","moderate",15,"3",12,10,237.9,0.0248518061691321,0.0218439327340202,0.0248518061695299,0.000561920018364163,0.189912400473475,0.0457108544303676,0.00306139817543125,0.00290226491272225,0.0109218561922426
"Federated: site-specific slopes","moderate",15,"3",13,10,220.9,0.0224127537824026,0.0209367540572318,0.0224127537991241,0.000394956201441725,0.167791847463423,0.0944087775250385,0.00136867470762377,0.0028207527861167,0.00997751508709847
"Federated: site-specific slopes","moderate",15,"3",14,10,204,0.0259641609836728,0.0222074459510111,0.0259641609840852,0.000593866704764756,0.183703155204701,0.0653841135761746,0.00458625848409449,0.00291741745957651,0.013233850507477
"Federated: site-specific slopes","moderate",15,"3",15,10,188.9,0.0249124009634672,0.0217781508027199,0.0249124009636779,0.000631320429435776,0.176518044191519,0.0607599352579811,0.00698533984129982,0.00161293430743146,0.0170445437977222
"Federated: site-specific slopes","moderate",15,"4",1,10,1200,0.14525,0.12666,0.14525,0.00534407362432207,0.682278091969167,0.0596068387622223,0.00670546500756277,0.00025,0.00758333333333333
"Federated: site-specific slopes","moderate",15,"4",2,10,890,0.134848849645513,0.104080310681343,0.134848849645513,0.0028283129277181,0.675111779281259,0.056018378028202,0.00265403769278952,0.000561610861369173,0.0085625101416336
"Federated: site-specific slopes","moderate",15,"4",3,10,662.3,0.11139008240655,0.0798791117658072,0.11139008240655,0.00228791258614202,0.615412201422905,0.0501590372842201,0.00460019893105677,0.000599605715393045,0.00967882683147919
"Federated: site-specific slopes","moderate",15,"4",4,10,517.9,0.0899513167117848,0.0614882300269012,0.0899513167117848,0.00168208540827008,0.532942899062336,0.0403669113668431,0.00489548357652676,0.000374552851230974,0.0131005239868066
"Federated: site-specific slopes","moderate",15,"4",5,10,421.3,0.0753049700242085,0.0527917173564725,0.0753049700242086,0.00152840453969016,0.470814549481428,0.0449314585599526,0.00228795825582985,0.00162559355091168,0.0103971999368449
"Federated: site-specific slopes","moderate",15,"4",6,10,354.8,0.0623670853040676,0.0414268412607906,0.0623670853040676,0.00113540547061652,0.401086304816664,0.0360471967763278,0.00491160595132875,0.0016936205327335,0.0146373101293477
"Federated: site-specific slopes","moderate",15,"4",7,10,304.2,0.0563983563637407,0.0375155314856464,0.0563983563637407,0.00100934773144234,0.370074863407611,0.0448125668694194,0.0052648680145289,0.00128862153668888,0.0135524749882582
"Federated: site-specific slopes","moderate",15,"4",8,10,263.3,0.0579978629670534,0.0337450112325316,0.0579978629670534,0.000916891370646898,0.372028319711814,0.0451958659464198,0.00994854956863977,0.000371747211895911,0.0122403708198526
"Federated: site-specific slopes","moderate",15,"4",9,10,231.4,0.0490040347003843,0.0291401110146969,0.0490040347003842,0.00078935039745154,0.322083029573144,0.0440834411905755,0.0029565162157472,0.00165427485674096,0.0112267832479233
"Federated: site-specific slopes","moderate",15,"4",10,10,206.4,0.0452755818901217,0.0239146329841254,0.0452755818901217,0.000834905776458205,0.294956093396231,0.0560874235463288,0.0009272383792376,0.00143186306780777,0.00919236246583089
"Federated: site-specific slopes","moderate",15,"4",11,10,186,0.036907822075205,0.0264197387577498,0.036907822075205,0.000820997104476629,0.258986689410702,0.0441420775937227,0.0100266514308769,0,0.0149598184545305
"Federated: site-specific slopes","moderate",15,"4",12,10,170.3,0.0332425001696273,0.0218439327340202,0.0332425001696314,0.000675917599232322,0.241865834400885,0.034843475909899,0.00271013699212766,0.00345815376719043,0.0133736177853166
"Federated: site-specific slopes","moderate",15,"4",13,10,155.1,0.0255563678916344,0.0209367540572318,0.0255564678916344,0.000614530200617343,0.184582538951271,0.197384545453268,0.00711611767610998,0.000588235294117647,0.00719509606865426
"Federated: site-specific slopes","moderate",15,"4",14,10,143.7,0.0378002778700584,0.0222074459510111,0.0378002778700584,0.000902699411667434,0.264914243135361,0.0615168457118546,0.00561269587658119,0.00274610202320306,0.0112667476897983
"Federated: site-specific slopes","moderate",15,"4",15,10,132,0.0428682921980365,0.0217781508027199,0.0428682921980365,0.000965318439326932,0.287182074961467,0.0355659098025431,0.00763792776688337,0.000671140939597315,0.0137574431996498
"Federated: site-specific slopes","moderate",15,"5",1,10,1400,0.242714285714286,0.12666,0.242714285714286,0.00852514030942377,0.844998438603824,0.074447630509703,0.00350943621168873,0.000142857142857143,0.00435714285714286
"Federated: site-specific slopes","moderate",15,"5",2,10,887.1,0.206831898469947,0.104080310681343,0.206831898469947,0.00528705012643065,0.802177174936231,0.0617881605477944,0.00950320903310106,0.000228708171511514,0.00708470520751493
"Federated: site-specific slopes","moderate",15,"5",3,10,600.5,0.160192199625315,0.0798791117658072,0.160192199625315,0.00334605048161319,0.725482513409923,0.0602367991983738,0.006157495397959,0.000504431416510582,0.00769851263332356
"Federated: site-specific slopes","moderate",15,"5",4,10,439.5,0.1291790762578,0.0614882300269012,0.1291790762578,0.00258877908885383,0.670054007987509,0.0543120968938725,0.00584299797746319,0.000901743774459749,0.00919003687380371
"Federated: site-specific slopes","moderate",15,"5",5,10,337.7,0.117967637505828,0.0527917173564725,0.117967637505828,0.00237628289555203,0.593829935310688,0.0526732784383528,0.00907881576091302,0.000323624595469256,0.00914505238202348
"Federated: site-specific slopes","moderate",15,"5",6,10,269.2,0.0791045424441389,0.0414268412607906,0.0791045424441388,0.00153509728304352,0.485667304048675,0.0525135779770016,0.0018852582986997,0.000749360471582694,0.00926708416840752
"Federated: site-specific slopes","moderate",15,"5",7,10,228.1,0.0902702210766538,0.0375155314856464,0.0902702210766539,0.00219389043126834,0.507892294502248,0.040190249579634,0.00864212724347948,0.000421940928270042,0.0120032604501168
"Federated: site-specific slopes","moderate",15,"5",8,10,190.7,0.0675745418357797,0.0337450112325316,0.0675745418357797,0.00146176761661636,0.435841693097548,0.0480529713747031,0.00793582578369492,0.000497512437810945,0.0112639168916953
"Federated: site-specific slopes","moderate",15,"5",9,10,165.2,0.0622879298443802,0.0291401110146969,0.0622879298443803,0.0015835039694284,0.385880419421304,0.0465206371556868,0.00988935953242415,0.000719424460431655,0.0119350868966019
"Federated: site-specific slopes","moderate",15,"5",10,10,144.4,0.0416991464386079,0.0239146329841254,0.0416991464386079,0.00116725998406604,0.298989508065891,0.0535543118011244,0.00888709285104971,0.000641025641025641,0.00833143585162488
"Federated: site-specific slopes","moderate",15,"5",11,10,129.7,0.0459133376692235,0.0264197387577498,0.0459133376692235,0.00111494608410222,0.31087003279783,0.0413464631179198,0.00360635303449974,0.00142437145174371,0.0130181979176533
"Federated: site-specific slopes","moderate",15,"5",12,10,118.9,0.0468785368899417,0.0218439327340202,0.0468785368899416,0.00113870353944873,0.294669590633066,0.0266195856646768,0.00301508263244362,0.00346717137299119,0.0177791642412105
"Federated: site-specific slopes","moderate",15,"5",13,10,106.9,0.0526715055589754,0.0209367540572318,0.0526715055589754,0.00120914049092369,0.301616238813231,0.044417170757121,0.00667346850125557,0.00106382978723404,0.0141850489948608
"Federated: site-specific slopes","moderate",15,"5",14,10,95.6,0.0511329115017508,0.0222074459510111,0.0511329115017508,0.0014650072430679,0.285797887122639,0.0823604047082191,0.0195578050345059,0,0.00533471844352786
"Federated: site-specific slopes","moderate",15,"5",15,10,86.2,0.0431741962578784,0.0217781508027199,0.0431741962578784,0.00105577135034787,0.295117000143886,0.0435641036600398,0.00603364859689709,0.0057960021905805,0.015014688448205
