"model","heterogeneity","tau","site","strategy","interval","replicates","mean_risk_n","mean_weight","mean_q95","mean_q99","median_max","max_across_reps","mean_ess","mean_ess_fraction","p10_ess_fraction","mean_design_effect","mean_prop_weight_gt_10"
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",13,1,1340,0.929330394998009,2.57304675123726,9.99316887234569,95.2034752592239,95.2034752592239,100.066841137443,0.0746767471174949,0.0746767471174949,13.3910492703521,0.00970149253731343
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",14,1,1273,0.92724328266539,2.40414604179309,10.629113144524,95.2034752592239,95.2034752592239,89.3466319591931,0.070185885278235,0.070185885278235,14.2478789864336,0.0102120974076984
"Federated: site-specific slopes","high",15,"Overall","Initiate by tau",15,1,421,1.70484547234933,5.02456383814377,20.3056848761663,95.2034752592239,95.2034752592239,35.483437365189,0.0842836992047244,0.0842836992047244,11.8646904376018,0.0261282660332542
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",1,1,399,0.734497600520488,0.740209092436163,0.745579531590516,0.750688246553783,0.750688246553783,398.995045178027,0.999987581899816,0.999987581899816,1.00001241825439,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",2,1,377,0.615290966323413,0.622989801198289,0.632795250982251,0.640281302092878,0.640281302092878,376.984129522258,0.999957903242065,0.999957903242065,1.00004209853015,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",3,1,368,0.553385607365185,0.564419136717159,0.576846058013375,0.595996150333619,0.595996150333619,367.961001746877,0.99989402648608,0.99989402648608,1.0001059847455,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",4,1,352,0.51069070798863,0.520849822936195,0.533774917690082,0.54985117097016,0.54985117097016,351.953930794725,0.999869121575924,0.999869121575924,1.00013089555548,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",5,1,346,0.485220640571524,0.496943321653713,0.511693756758478,0.536259294271999,0.536259294271999,345.935357091634,0.999813170785071,0.999813170785071,1.00018686412661,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",6,1,334,0.464469695490493,0.479219958570699,0.497048004696659,0.500646484514924,0.500646484514924,333.924976866653,0.999775379840278,0.999775379840278,1.00022467062527,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",7,1,324,0.44896612967516,0.462205892142939,0.479818671906672,0.485661052221966,0.485661052221966,323.917027943883,0.999743913407046,0.999743913407046,1.0002561521901,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",8,1,319,0.439994213515745,0.453360356536347,0.472447014781331,0.478078814023901,0.478078814023901,318.912620180274,0.999726082069824,0.999726082069824,1.00027399298177,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",9,1,314,0.430744770672368,0.445002640032314,0.463797362228232,0.469235933551291,0.469235933551291,313.900675974068,0.999683681446076,0.999683681446076,1.00031641864301,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",10,1,310,0.423459333455184,0.437954658762633,0.458989851866954,0.463945788381302,0.463945788381302,309.886567001379,0.999634087101223,0.999634087101223,1.00036604684004,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",11,1,301,0.415375432148556,0.430024264186517,0.452935728552714,0.47062457386501,0.47062457386501,300.866250708222,0.999555650193428,0.999555650193428,1.0004445473411,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",12,1,296,0.40828373632738,0.423894395409881,0.450820240488469,0.463840303381674,0.463840303381674,295.852315225984,0.99950106495265,0.99950106495265,1.0004991841078,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",13,1,292,0.402217126924344,0.417759123041528,0.447761428988081,0.464540162262849,0.464540162262849,291.833332056741,0.999429219372401,0.999429219372401,1.00057110660418,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",14,1,288,0.399175935540371,0.415927309632337,0.448826643628202,0.464221019683498,0.464221019683498,287.815631465649,0.999359831477947,0.999359831477947,1.00064057860031,0
"Pooled site FE: shared slopes","high",15,"1","Do not initiate by tau",15,1,281,0.394770516809304,0.410801809956898,0.432453656529965,0.478705172666076,0.478705172666076,280.815531176723,0.999343527319298,0.999343527319298,1.00065690392018,0
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",1,1,400,0.86449980695151,0.740379788594566,0.747924732409804,52.7353801729292,52.7353801729292,39.9087062937343,0.0997717657343358,0.0997717657343358,10.0228756366076,0.0025
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",2,1,381,0.809529810191136,0.623732445853199,3.91866420623027,52.7353801729292,52.7353801729292,30.3143898551474,0.0795653277037989,0.0795653277037989,12.568288585736,0.005249343832021
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",3,1,373,0.756859608342618,0.566541747754473,4.32976498485436,52.7353801729292,52.7353801729292,25.6025457086582,0.0686395327309871,0.0686395327309871,14.5688637467742,0.00536193029490617
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",4,1,358,0.74322569343332,0.525590420523582,7.51479985358233,52.7353801729292,52.7353801729292,22.4711827866531,0.0627686670018244,0.0627686670018244,15.9315156393386,0.00558659217877095
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",5,1,353,0.723737849888043,0.502410357767596,7.52211651442632,52.7353801729292,52.7353801729292,20.7745123668665,0.0588513098211517,0.0588513098211517,16.9919752515107,0.0056657223796034
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",6,1,342,0.72932899674086,0.484604405755904,7.5382131682831,52.7353801729292,52.7353801729292,19.5808859106296,0.057254052370262,0.057254052370262,17.4660125982524,0.00584795321637427
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",7,1,332,0.716637026506018,0.471186409542975,7.2312869987305,52.7353801729292,52.7353801729292,17.7191941223581,0.0533710666336087,0.0533710666336087,18.7367437653997,0.00602409638554217
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",8,1,326,0.691147286742105,0.459168116438997,6.85976663167595,52.7353801729292,52.7353801729292,16.1941360826343,0.0496752640571604,0.0496752640571604,20.1307435195376,0.00613496932515337
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",9,1,321,0.686011586783574,0.45176954512453,6.87901217872452,52.7353801729292,52.7353801729292,15.4859853619685,0.0482429450528613,0.0482429450528613,20.7284194384126,0.00623052959501558
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",10,1,317,0.682108059108867,0.446850395057601,6.89440861636335,52.7353801729292,52.7353801729292,14.9438036576819,0.0471413364595645,0.0471413364595645,21.2128054718548,0.00630914826498423
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",11,1,308,0.681765800139997,0.438901655424983,6.92905060105077,52.7353801729292,52.7353801729292,14.1096221517121,0.0458104615315329,0.0458104615315329,21.8290749878533,0.00649350649350649
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",12,1,303,0.67923381953567,0.435034236882861,6.94829614809932,52.7353801729292,52.7353801729292,13.5652402916642,0.0447697699394857,0.0447697699394857,22.3365007537827,0.0066006600660066
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",13,1,299,0.676933988054556,0.427750393202557,6.96369258573817,52.7353801729292,52.7353801729292,13.1289760750782,0.0439096189801947,0.0439096189801947,22.7740532308205,0.00668896321070234
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",14,1,295,0.677689934922138,0.427691614659604,6.97908902337703,52.7353801729292,52.7353801729292,12.8141382691503,0.0434377568445774,0.0434377568445774,23.02144660872,0.00677966101694915
"Pooled site FE: shared slopes","high",15,"1","Initiate by tau",15,1,7,12.136551623772,52.7353801729292,52.7353801729292,52.7353801729292,52.7353801729292,2.34861293411797,0.335516133445425,0.335516133445425,2.98048260669605,0.285714285714286
"Pooled site FE: shared slopes","high",15,"2","Do not initiate by tau",1,1,593,0.746565838895361,0.782805780504588,0.824480982054452,0.973606134826838,0.973606134826838,592.516171362814,0.999184100105926,0.999184100105926,1.00081656613029,0
