"method","estimand","sample_size","covariate_scenario","n_per_site","total_n","n_sites","tau","t_star","beta_trt","conf_mult","init_intercept","site_covariates","pooled_common_covariates","mean_est","median_est","truth","mean_bias","median_bias","emp_sd","rmse","coverage","mean_init_rate","mean_death_rate","mean_fit_warning_count","n_reps"
"fed_ccw_site_specific","psi0","large","different_sufficient",1000,3000,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",0.848964528905005,0.84901464995218,0.848698599558083,0.000265929346921754,0.000316050394097045,0.00732463049852014,0.00731724649834937,NA,0.188924444444444,0.833512222222222,0,300
"fed_ccw_site_specific","psi0","medium","common_full",500,1500,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",0.848958023211126,0.849187914773586,0.848698599558083,0.000259423653043056,0.000489315215502828,0.00935011272272457,0.00933812043184576,NA,0.188673333333333,0.833215555555556,0,300
"fed_ccw_site_specific","psi0","medium","different_insufficient",500,1500,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",0.846437997370622,0.845671813590885,0.848698599558083,-0.002260602187461,-0.00302678596719813,0.0103415834861077,0.0105689250519352,NA,0.190531111111111,0.833146666666667,0,300
"fed_ccw_site_specific","psi0","medium","different_sufficient",500,1500,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",0.849865301625598,0.85042537257917,0.848698599558083,0.00116670206751501,0.00172677302108692,0.00928337252659068,0.00934103469448528,NA,0.188446666666667,0.834035555555556,0,300
"fed_ccw_site_specific","psi0","small","common_full",100,300,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",0.849436383309195,0.849715445520109,0.848698599558083,0.000737783751111381,0.001016845962026,0.0233535733900619,0.0233262888243028,NA,0.188911111111111,0.834477777777778,0.03,300
"fed_ccw_site_specific","psi0","small","different_insufficient",100,300,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",0.845553333370806,0.84504839611359,0.848698599558083,-0.00314526618727716,-0.00365020344449318,0.0241935001669504,0.0243570742266519,NA,0.185477777777778,0.833455555555556,0,300
"fed_ccw_site_specific","psi0","small","different_sufficient",100,300,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",0.847899400638597,0.849035595943683,0.848698599558083,-0.000799198919485805,0.000336996385600252,0.0214019528630498,0.0213811948522669,NA,0.189333333333333,0.833444444444444,0.02,300
"fed_ccw_site_specific","psi1","large","common_full",1000,3000,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",0.761984833459993,0.764344692959204,0.760522292216802,0.00146254124319111,0.00382240074240225,0.026461341995377,0.0264576574615053,NA,0.189684444444444,0.833076666666667,0,300
"fed_ccw_site_specific","psi1","large","different_insufficient",1000,3000,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",0.770808011034859,0.772343113397448,0.760522292216802,0.0102857188180577,0.0118208211806468,0.0235900181525641,0.0256988327527598,NA,0.188381111111111,0.834034444444444,0,300
"fed_ccw_site_specific","psi1","large","different_sufficient",1000,3000,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",0.76499074027294,0.767423522311593,0.760522292216802,0.00446844805613863,0.00690123009479127,0.0284866240655034,0.0287880152061738,NA,0.188924444444444,0.833512222222222,0,300
"fed_ccw_site_specific","psi1","medium","common_full",500,1500,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",0.762685038726478,0.764429307925971,0.760522292216802,0.00216274650967688,0.00390701570916963,0.0376430593177289,0.0376424501622018,NA,0.188673333333333,0.833215555555556,0,300
"fed_ccw_site_specific","psi1","medium","different_insufficient",500,1500,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",0.769958481384569,0.768915501844461,0.760522292216802,0.0094361891677671,0.00839320962765988,0.0328804816095188,0.0341549993897557,NA,0.190531111111111,0.833146666666667,0,300
"fed_ccw_site_specific","psi1","medium","different_sufficient",500,1500,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",0.761961965134853,0.761077881171692,0.760522292216802,0.00143967291805164,0.000555588954889941,0.0412652915464696,0.0412216067563042,NA,0.188446666666667,0.834035555555556,0,300
"fed_ccw_site_specific","psi1","small","common_full",100,300,3,4,25,-0.7,1,-3,"x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag | x1+x2+L1+L2+L1lag+L2lag","x1+x2+L1+L2+L1lag+L2lag",0.779897037767996,0.797202148736286,0.760522292216802,0.019374745551194,0.0366798565194845,0.0949530434264198,0.0967543674445411,NA,0.188911111111111,0.834477777777778,0.03,300
"fed_ccw_site_specific","psi1","small","different_insufficient",100,300,3,4,25,-0.7,1,-3,"x1 | x2 | x1+x2","intercept_only",0.776436157455424,0.781864627765567,0.760522292216802,0.0159138652386223,0.0213423355487653,0.0874869512318798,0.0887789644035277,NA,0.185477777777778,0.833455555555556,0,300
"fed_ccw_site_specific","psi1","small","different_sufficient",100,300,3,4,25,-0.7,1,-3,"x1+L1+L1lag | x2+L2+L2lag | x1+x2+L1+L2+L1lag+L2lag","intercept_only",0.769099488579348,0.778586665960912,0.760522292216802,0.00857719636254653,0.0180643737441109,0.0926261090871876,0.0928685400362137,NA,0.189333333333333,0.833444444444444,0.02,300
