"method","estimand","tau","beta_trt","practice_heterogeneity","t_star","site_sizes","init_intercepts","mean_est","truth","rmse","bias","emp_sd","coverage","n_reps"
"Federated per-protocol (unweighted)","OR",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.05166517407998,0.759804021241099,0.3121910523974,0.291861152838878,0.111374881834249,NA,100
"Federated CCW","RMST_diff",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",2.39913732618342,2.48864431814131,0.730587867127481,-0.0895069919578957,0.728737063044745,0.9,100
"Federated CCW","RMST_diff",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.69097529604486,1.76214030242692,0.432643344325592,-0.071165006382064,0.428900173518637,0.91,100
"Federated CCW","RMST_diff",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.55851267207156,1.49513972842649,0.328672267545443,0.063372943645076,0.324129493805745,0.94,100
"Federated CCW","RMST_diff",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.75091372423692,1.70798507508452,0.599225829680926,0.0429286491524068,0.600697175795618,0.98,100
"Federated CCW","RMST_diff",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.19988640781527,1.21649165694009,0.489573616169996,-0.016605249124819,0.491756890901141,0.95,100
"Federated CCW","RMST_diff",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.01839012818139,1.08544367252353,0.39213209441421,-0.067053544342138,0.388302966247748,0.86,100
"Federated CCW","RMST_diff",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.25419365397972,1.21623324963457,0.667816971425541,0.0379604043451546,0.670096114789885,0.92,100
"Federated CCW","RMST_diff",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.827580179079096,0.885227139475246,0.42449090840866,-0.0576469603961501,0.422677085330312,0.93,100
"Federated CCW","RMST_diff",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.629819255547388,0.762525732642182,0.332510712294659,-0.132706477094794,0.306416836193474,0.86,100
"Federated CCW","RMST_diff",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",2.31541494435194,2.38446741994623,0.479226005428362,-0.0690524755942828,0.476614025375854,0.89,100
"Federated CCW","RMST_diff",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.59459849452521,1.60372193864299,0.29001260129294,-0.00912344411777696,0.291329366307031,0.91,100
"Federated CCW","RMST_diff",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.33567238865389,1.34255248007579,0.214015483044625,-0.00688009142189759,0.214982478320205,0.94,100
"Federated CCW","RMST_diff",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.6818179020153,1.66633472277916,0.433961463425788,0.0154831792361409,0.435869991388862,0.98,100
"Federated CCW","RMST_diff",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.11361034574971,1.12359279050329,0.258198503721823,-0.00998244475357985,0.259305245267352,0.95,100
"Federated CCW","RMST_diff",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.962715993414884,0.933840635884629,0.20535861962864,0.0288753575302559,0.20434269191896,0.96,100
"Federated CCW","RMST_diff",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.16367238744025,1.18101287454822,0.448940487844733,-0.017340487107973,0.450865463071896,0.96,100
"Federated CCW","RMST_diff",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.767275248382006,0.80975363419248,0.31668401042571,-0.0424783858104746,0.315403139813621,0.93,100
"Federated CCW","RMST_diff",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.622413155579456,0.684947439613648,0.220728336370667,-0.0625342840341923,0.212751246117476,0.93,100
"Federated CCW","RMST_diff",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",2.46969898428603,2.39974495083109,0.482726714715672,0.0699540334549443,0.48003736628924,0.94,100
"Federated CCW","RMST_diff",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.57965457011468,1.63311107289654,0.312325119507894,-0.05345650278186,0.309266617978586,0.93,100
"Federated CCW","RMST_diff",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.38099620143312,1.37570948472047,0.236098227115155,0.00528671671265319,0.237228150579975,0.95,100
"Federated CCW","RMST_diff",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.72668497436938,1.70280681914597,0.543290417446264,0.0238781552234097,0.545499781399712,0.92,100
"Federated CCW","RMST_diff",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.14014555446261,1.16695647888651,0.275284145095686,-0.0268109244238991,0.275355665087091,0.95,100
"Federated CCW","RMST_diff",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.908295789508595,0.97917686047376,0.222197837097545,-0.0708810709651652,0.21164996972956,0.92,100
"Federated CCW","RMST_diff",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.16436402011239,1.18183537267439,0.540099973711125,-0.0174713525619938,0.542536814784376,0.94,100
"Federated CCW","RMST_diff",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.814050939483118,0.816678649593088,0.355444448875249,-0.00262771010997003,0.357225350282779,0.94,100
"Federated CCW","RMST_diff",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.702559780770327,0.693108462371143,0.246734163071023,0.00945131839918407,0.247795165912027,0.95,100
"Pooled CCW (site-stratified)","RMST_diff",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",2.39913732618342,2.48864431814131,0.730587867127481,-0.0895069919578957,0.728737063044745,0.9,100
"Pooled CCW (site-stratified)","RMST_diff",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.69097529604486,1.76214030242692,0.432643344325592,-0.071165006382064,0.428900173518637,0.91,100
"Pooled CCW (site-stratified)","RMST_diff",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.55851267207156,1.49513972842649,0.328672267545443,0.063372943645076,0.324129493805745,0.94,100
"Pooled CCW (site-stratified)","RMST_diff",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.75091372423692,1.70798507508452,0.599225829680926,0.0429286491524068,0.600697175795618,0.98,100
"Pooled CCW (site-stratified)","RMST_diff",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.19988640781527,1.21649165694009,0.489573616169996,-0.016605249124819,0.491756890901141,0.95,100
"Pooled CCW (site-stratified)","RMST_diff",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.01839012818139,1.08544367252353,0.39213209441421,-0.067053544342138,0.388302966247748,0.86,100
"Pooled CCW (site-stratified)","RMST_diff",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.25419365397972,1.21623324963457,0.667816971425541,0.0379604043451546,0.670096114789885,0.92,100
"Pooled CCW (site-stratified)","RMST_diff",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.827580179079096,0.885227139475246,0.42449090840866,-0.0576469603961501,0.422677085330312,0.93,100
"Pooled CCW (site-stratified)","RMST_diff",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.629819255547388,0.762525732642182,0.332510712294659,-0.132706477094794,0.306416836193474,0.86,100
"Pooled CCW (site-stratified)","RMST_diff",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",2.31541494435194,2.38446741994623,0.479226005428362,-0.0690524755942828,0.476614025375854,0.89,100
"Pooled CCW (site-stratified)","RMST_diff",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.59459849452521,1.60372193864299,0.29001260129294,-0.00912344411777696,0.291329366307031,0.91,100
"Pooled CCW (site-stratified)","RMST_diff",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.33567238865389,1.34255248007579,0.214015483044625,-0.00688009142189759,0.214982478320205,0.94,100
"Pooled CCW (site-stratified)","RMST_diff",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.6818179020153,1.66633472277916,0.433961463425788,0.0154831792361409,0.435869991388862,0.98,100
"Pooled CCW (site-stratified)","RMST_diff",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.11361034574971,1.12359279050329,0.258198503721823,-0.00998244475357985,0.259305245267352,0.95,100
"Pooled CCW (site-stratified)","RMST_diff",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.962715993414884,0.933840635884629,0.20535861962864,0.0288753575302559,0.20434269191896,0.96,100
"Pooled CCW (site-stratified)","RMST_diff",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.16367238744025,1.18101287454822,0.448940487844733,-0.017340487107973,0.450865463071896,0.96,100
"Pooled CCW (site-stratified)","RMST_diff",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.767275248382006,0.80975363419248,0.31668401042571,-0.0424783858104746,0.315403139813621,0.93,100
"Pooled CCW (site-stratified)","RMST_diff",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.622413155579456,0.684947439613648,0.220728336370667,-0.0625342840341923,0.212751246117476,0.93,100
"Pooled CCW (site-stratified)","RMST_diff",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",2.46969898428603,2.39974495083109,0.482726714715672,0.0699540334549443,0.48003736628924,0.94,100
"Pooled CCW (site-stratified)","RMST_diff",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.57965457011468,1.63311107289654,0.312325119507894,-0.05345650278186,0.309266617978586,0.93,100
"Pooled CCW (site-stratified)","RMST_diff",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.38099620143312,1.37570948472047,0.236098227115155,0.00528671671265319,0.237228150579975,0.95,100
"Pooled CCW (site-stratified)","RMST_diff",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.72668497436938,1.70280681914597,0.543290417446264,0.0238781552234097,0.545499781399712,0.92,100
"Pooled CCW (site-stratified)","RMST_diff",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.14014555446261,1.16695647888651,0.275284145095686,-0.0268109244238991,0.275355665087091,0.95,100
"Pooled CCW (site-stratified)","RMST_diff",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.908295789508595,0.97917686047376,0.222197837097545,-0.0708810709651652,0.21164996972956,0.92,100
"Pooled CCW (site-stratified)","RMST_diff",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.16436402011239,1.18183537267439,0.540099973711125,-0.0174713525619938,0.542536814784376,0.94,100
"Pooled CCW (site-stratified)","RMST_diff",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.814050939483118,0.816678649593088,0.355444448875249,-0.00262771010997003,0.357225350282779,0.94,100
"Pooled CCW (site-stratified)","RMST_diff",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.702559780770327,0.693108462371143,0.246734163071023,0.00945131839918407,0.247795165912027,0.95,100
"Federated landmark IPW","RMST_diff",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",3.65844506174318,2.48864431814131,1.48214621971273,1.16980074360187,0.914707899987898,NA,100
"Federated landmark IPW","RMST_diff",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",2.13200279493273,1.76214030242692,0.604198580031297,0.369862492505809,0.48017006746161,NA,100
"Federated landmark IPW","RMST_diff",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.915301121907379,1.49513972842649,0.660713674959449,-0.57983860651911,0.318344440022643,NA,100
"Federated landmark IPW","RMST_diff",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",2.70334872444621,1.70798507508452,1.424313374026,0.995363649361696,1.02391592978692,NA,100
"Federated landmark IPW","RMST_diff",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.62979922150844,1.21649165694009,0.752709771125872,0.413307564568354,0.632254948432283,NA,100
"Federated landmark IPW","RMST_diff",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.673849102683149,1.08544367252353,0.566255012338213,-0.411594569840382,0.390848144160875,NA,100
"Federated landmark IPW","RMST_diff",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",2.09469029515912,1.21623324963457,1.27776321992651,0.878457045524548,0.932571152735482,NA,100
"Federated landmark IPW","RMST_diff",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.16513466854722,0.885227139475246,0.695522676955128,0.279907529071974,0.639920741089406,NA,100
"Federated landmark IPW","RMST_diff",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.473839192377415,0.762525732642182,0.41290406203085,-0.288686540264767,0.296698748540316,NA,100
"Federated landmark IPW","RMST_diff",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",3.87129751250385,2.38446741994623,1.61340626831153,1.48683009255762,0.629587056016128,NA,100
"Federated landmark IPW","RMST_diff",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",2.33830803094176,1.60372193864299,0.82485274117147,0.73458609229877,0.377077166524911,NA,100
"Federated landmark IPW","RMST_diff",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.02179847374656,1.34255248007579,0.405533179181602,-0.32075400632923,0.249391232219508,NA,100
"Federated landmark IPW","RMST_diff",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",2.95050748815183,1.66633472277916,1.48482741674131,1.28417276537267,0.749149528695863,NA,100
"Federated landmark IPW","RMST_diff",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.67212305446466,1.12359279050329,0.682357461622376,0.548530263961375,0.407909495495447,NA,100
"Federated landmark IPW","RMST_diff",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.758411889044433,0.933840635884629,0.286723895764943,-0.175428746840195,0.227936166823447,NA,100
"Federated landmark IPW","RMST_diff",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",2.06979559257262,1.18101287454822,1.09761731419412,0.888782718024394,0.647316955570893,NA,100
"Federated landmark IPW","RMST_diff",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.28582451836105,0.80975363419248,0.693234799812239,0.476070884168569,0.506454302502112,NA,100
"Federated landmark IPW","RMST_diff",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.579955864382734,0.684947439613648,0.282814662358437,-0.104991575230914,0.263927029966461,NA,100
"Federated landmark IPW","RMST_diff",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",3.86136934494397,2.39974495083109,1.63147236038637,1.46162439411288,0.728466074332465,NA,100
"Federated landmark IPW","RMST_diff",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",2.29564284100633,1.63311107289654,0.76066378443443,0.662531768109788,0.375595216774745,NA,100
"Federated landmark IPW","RMST_diff",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.09385133340768,1.37570948472047,0.394863734091368,-0.281858151312786,0.277931302897716,NA,100
"Federated landmark IPW","RMST_diff",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",2.78332951345845,1.70280681914597,1.30068537917787,1.08052269431247,0.72770093388324,NA,100
"Federated landmark IPW","RMST_diff",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.77865927051634,1.16695647888651,0.728789857641835,0.611702791629833,0.398170502174502,NA,100
"Federated landmark IPW","RMST_diff",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.736201929893713,0.97917686047376,0.35069003109596,-0.242974930580048,0.254150756620185,NA,100
"Federated landmark IPW","RMST_diff",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",2.17193565561685,1.18183537267439,1.26352634673799,0.990100282942465,0.788938846587518,NA,100
"Federated landmark IPW","RMST_diff",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.19521168577915,0.816678649593088,0.63688362393256,0.378533036186063,0.514765309817146,NA,100
"Federated landmark IPW","RMST_diff",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.551944912115891,0.693108462371143,0.299717050476006,-0.141163550255251,0.265724020320183,NA,100
"Federated IPW (no cloning)","RMST_diff",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",6.77461705642773,2.48864431814131,4.39163399842316,4.28597273828642,0.962366014691988,NA,100
"Federated IPW (no cloning)","RMST_diff",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",8.5576778547363,1.76214030242692,6.83935068231223,6.79553755230938,0.77680199809227,NA,100
"Federated IPW (no cloning)","RMST_diff",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",9.70546077934564,1.49513972842649,8.23445802664576,8.21032105091916,0.633195545956216,NA,100
"Federated IPW (no cloning)","RMST_diff",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",5.55885490109411,1.70798507508452,3.9572838166802,3.85086982600959,0.916127548840931,NA,100
"Federated IPW (no cloning)","RMST_diff",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",7.39435964279706,1.21649165694009,6.2347208733365,6.17786798585697,0.844286512322819,NA,100
"Federated IPW (no cloning)","RMST_diff",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",8.3934220996902,1.08544367252353,7.3524721379829,7.30797842716667,0.81171837174702,NA,100
"Federated IPW (no cloning)","RMST_diff",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",4.7183213270649,1.21623324963457,3.64375705612702,3.50208807743033,1.0112221738294,NA,100
"Federated IPW (no cloning)","RMST_diff",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",6.55439506957845,0.885227139475246,5.71893017071454,5.66916793010321,0.756585416675172,NA,100
"Federated IPW (no cloning)","RMST_diff",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",7.44168747569897,0.762525732642182,6.7124998321055,6.67916174305678,0.671537062541386,NA,100
"Federated IPW (no cloning)","RMST_diff",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",6.6219375308651,2.38446741994623,4.28886351167389,4.23747011091887,0.665299568613167,NA,100
"Federated IPW (no cloning)","RMST_diff",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",8.42272158409831,1.60372193864299,6.8411881130038,6.81899964545532,0.553317481321528,NA,100
"Federated IPW (no cloning)","RMST_diff",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",9.42633539759821,1.34255248007579,8.09700562460417,8.08378291752242,0.46488168066126,NA,100
"Federated IPW (no cloning)","RMST_diff",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",5.45167245379311,1.66633472277916,3.83777191657077,3.78533773101395,0.635412492907486,NA,100
"Federated IPW (no cloning)","RMST_diff",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",7.23339854828844,1.12359279050329,6.13447287463712,6.10980575778515,0.552342167953015,NA,100
"Federated IPW (no cloning)","RMST_diff",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",8.33565235059677,0.933840635884629,7.41658872038682,7.40181171471214,0.470301415620389,NA,100
"Federated IPW (no cloning)","RMST_diff",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",4.54954779435862,1.18101287454822,3.43340369621473,3.3685349198104,0.66760043333177,NA,100
"Federated IPW (no cloning)","RMST_diff",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",6.41248537502063,0.80975363419248,5.63004840612411,5.60273174082815,0.556723908885401,NA,100
"Federated IPW (no cloning)","RMST_diff",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",7.41169836519282,0.684947439613648,6.74664502318535,6.72675092557917,0.520335026195916,NA,100
"Federated IPW (no cloning)","RMST_diff",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",6.84099299007671,2.39974495083109,4.50090752847669,4.44124803924562,0.734079808637734,NA,100
"Federated IPW (no cloning)","RMST_diff",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",8.40939407392188,1.63311107289654,6.80298392947287,6.77628300102534,0.605178857176032,NA,100
"Federated IPW (no cloning)","RMST_diff",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",9.46517648645936,1.37570948472047,8.1053001846486,8.08946700173889,0.508925101197015,NA,100
"Federated IPW (no cloning)","RMST_diff",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",5.52359022737826,1.70280681914597,3.8970245637008,3.82078340823229,0.770946288178896,NA,100
"Federated IPW (no cloning)","RMST_diff",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",7.29909074046152,1.16695647888651,6.15983313467583,6.13213426157501,0.586440766655963,NA,100
"Federated IPW (no cloning)","RMST_diff",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",8.20677585918195,0.97917686047376,7.24746389430655,7.22759899870819,0.53893423930231,NA,100
"Federated IPW (no cloning)","RMST_diff",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",4.48881957811034,1.18183537267439,3.39551096791737,3.30698420543595,0.774172871256905,NA,100
"Federated IPW (no cloning)","RMST_diff",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",6.48574592093264,0.816678649593088,5.70851357232635,5.66906727133956,0.673302938453509,NA,100
"Federated IPW (no cloning)","RMST_diff",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",7.53992122566754,0.693108462371143,6.86909757443461,6.8468127632964,0.555647289717775,NA,100
"Federated per-protocol (unweighted)","RMST_diff",5,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.59396878640361,2.48864431814131,0.975077846803456,-0.894675531737704,0.3896806517395,NA,100
"Federated per-protocol (unweighted)","RMST_diff",10,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",3.05402140921506,1.76214030242692,1.33696567126449,1.29188110678814,0.346002294707685,NA,100
"Federated per-protocol (unweighted)","RMST_diff",15,-1,"high",25,"1000/1000/1000","-4.5/-3/-1.5",4.07094742603668,1.49513972842649,2.5975671479667,2.5758076976102,0.337204480612819,NA,100
"Federated per-protocol (unweighted)","RMST_diff",5,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.14262049500122,1.70798507508452,1.60330057082765,-1.5653645800833,0.348454671974896,NA,100
"Federated per-protocol (unweighted)","RMST_diff",10,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",1.76521415615543,1.21649165694009,0.650567649033137,0.548722499215343,0.351248688589335,NA,100
"Federated per-protocol (unweighted)","RMST_diff",15,-0.7,"high",25,"1000/1000/1000","-4.5/-3/-1.5",2.75236103522984,1.08544367252353,1.70257443448804,1.66691736270631,0.348367347738299,NA,100
"Federated per-protocol (unweighted)","RMST_diff",5,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",-0.686167894818322,1.21623324963457,1.93152483080575,-1.90240114445289,0.335836145718754,NA,100
"Federated per-protocol (unweighted)","RMST_diff",10,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",0.982868862887981,0.885227139475246,0.346969351356434,0.0976417234127356,0.334624506323156,NA,100
"Federated per-protocol (unweighted)","RMST_diff",15,-0.5,"high",25,"1000/1000/1000","-4.5/-3/-1.5",2.0219244134753,0.762525732642182,1.30227234490763,1.25939868083312,0.333072963503777,NA,100
"Federated per-protocol (unweighted)","RMST_diff",5,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.741038141342071,2.38446741994623,1.67963863504809,-1.64342927860416,0.348628120258805,NA,100
"Federated per-protocol (unweighted)","RMST_diff",10,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",2.48474455183218,1.60372193864299,0.954868991336618,0.88102261318919,0.370058616248969,NA,100
"Federated per-protocol (unweighted)","RMST_diff",15,-1,"low",25,"1000/1000/1000","-3.25/-3/-2.75",3.64360326333591,1.34255248007579,2.32446570331116,2.30105078326012,0.330756858923707,NA,100
"Federated per-protocol (unweighted)","RMST_diff",5,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",-0.522706781075915,1.66633472277916,2.2156673011545,-2.18904150385508,0.344185297470927,NA,100
"Federated per-protocol (unweighted)","RMST_diff",10,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.24751495546706,1.12359279050329,0.356865678313044,0.123922164963769,0.336344594502471,NA,100
"Federated per-protocol (unweighted)","RMST_diff",15,-0.7,"low",25,"1000/1000/1000","-3.25/-3/-2.75",2.43778882900746,0.933840635884629,1.54267760103593,1.50394819312283,0.345233068895677,NA,100
"Federated per-protocol (unweighted)","RMST_diff",5,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",-1.29656647223764,1.18101287454822,2.49377325750911,-2.47757934678586,0.285164563950526,NA,100
"Federated per-protocol (unweighted)","RMST_diff",10,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",0.442905862116844,0.80975363419248,0.505584779854741,-0.366847772075637,0.349658826130297,NA,100
"Federated per-protocol (unweighted)","RMST_diff",15,-0.5,"low",25,"1000/1000/1000","-3.25/-3/-2.75",1.64885413481267,0.684947439613648,1.01322335557672,0.963906695199018,0.313831730047335,NA,100
"Federated per-protocol (unweighted)","RMST_diff",5,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.02127760935279,2.39974495083109,1.43307054690033,-1.3784673414783,0.393788874458657,NA,100
"Federated per-protocol (unweighted)","RMST_diff",10,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",2.65396400395605,1.63311107289654,1.07688302448092,1.02085293105951,0.34456287863864,NA,100
"Federated per-protocol (unweighted)","RMST_diff",15,-1,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",3.76911056198697,1.37570948472047,2.41765038664598,2.3934010772665,0.343282837400169,NA,100
"Federated per-protocol (unweighted)","RMST_diff",5,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",-0.334100506900644,1.70280681914597,2.06040521166258,-2.03690732604662,0.311850426047833,NA,100
"Federated per-protocol (unweighted)","RMST_diff",10,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.44156849092131,1.16695647888651,0.413419297055956,0.274612012034803,0.310593693511197,NA,100
"Federated per-protocol (unweighted)","RMST_diff",15,-0.7,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",2.52699980966862,0.97917686047376,1.5808384485071,1.54782294919486,0.323013459744045,NA,100
"Federated per-protocol (unweighted)","RMST_diff",5,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",-1.23267652552081,1.18183537267439,2.43742726140791,-2.4145118981952,0.335122393031834,NA,100
"Federated per-protocol (unweighted)","RMST_diff",10,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",0.556249081585636,0.816678649593088,0.406780770321651,-0.260429568007452,0.31405949898057,NA,100
"Federated per-protocol (unweighted)","RMST_diff",15,-0.5,"moderate",25,"1000/1000/1000","-3.75/-3/-2.25",1.72060884706476,0.693108462371143,1.08498546604138,1.02750038469362,0.350232853242524,NA,100
